Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe,Id_Contrato_Ampliacion
0000000001,0000000001,1,PRELIMINARES PAVIMENTO,21606.91,
0000000002,0000000001,2,VEGETACION-PAVIMENTO,55791.60,
0000000003,0000000001,3,EXCAVACION-PAVIMENTO,106498.94,
0000000004,0000000001,4,ACARREOS EN CAMION-PAVIMENTOS,314961.65,
0000000005,0000000001,5,TERRACERIAS-PAVIMENTO,1422473.92,
0000000006,0000000001,6,BASES Y SUB BASES-PAVIMENTO,790903.12,
0000000007,0000000001,7,PAVIMENTOS Y REPOSICION DE PAVIMENTOS-PAVIMENTO,4461194.43,
0000000008,0000000001,8,TRABAJOS COMPLEMENTARIOS-PAVIMENTO,9748.56,
0000000009,0000000001,9,LIMPIEZA-PAVIMENTO,16319.60,
0000000010,0000000001,10,PRELIMINARES-BANQUETAS-IMAGEN URBANA,33500.20,
0000000011,0000000001,11,EXCAVACIONES-BANQUETAS-IMAGEN URBANA,40381.44,
0000000012,0000000001,12,ACARREOS EN CAMION-BANQUETAS IMAGEN URBANA,151612.03,
0000000013,0000000001,13,TERRACERIAS-BANQUETAS IMAGEN URBANA,38431.09,
0000000014,0000000001,14,BASES Y SUB BASES-BANQUETAS IMAGEN URBANA,507140.69,
0000000015,0000000001,15,PAVIMENTOS-BANQUETAS IMAGEN URBANA,3467154.91,
0000000016,0000000001,16,LIMPIEZA EN BANQUETAS-BANQUETAS IMAGEN URBANA,138200.41,
0000000017,0000000001,17,VEGETACION-BANQUETAS IMAGEN URBANA,84362.47,
0000000018,0000000001,18,PRELIMINARES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,1125.57,
0000000019,0000000001,19,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,12111.96,
0000000020,0000000001,20,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,38884.82,
0000000021,0000000001,21,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,70540.94,
0000000022,0000000001,22,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,93696.50,
0000000023,0000000001,23,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,21435.04,
0000000024,0000000001,24,PRELIMINARES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,816.00,
0000000025,0000000001,25,EXCAVACIONES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS LATERALES SUR,10515.46,
0000000026,0000000001,26,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,33759.31,
0000000027,0000000001,27,RELLENOS-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,47079.20,
0000000028,0000000001,28,MATERIALES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,45451.80,
0000000029,0000000001,29,INSTALACIONES-REHABILITACION Y/O REPOSICION DE DESACARGAS DOMICILIARIAS,29263.54,
0000000030,0000000001,30,EXCAVACIONES-REHABILIATCION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,29298.44,
0000000031,0000000001,31,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,88442.55,
0000000032,0000000001,32,RELLENOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,218364.86,
0000000033,0000000001,33,MATERIALES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,231078.59,
0000000034,0000000001,34,INSTALACIONES-REHABILIATCION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,39289.65,
0000000035,0000000001,35,POZOS DE VISITA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,78308.90,
0000000036,0000000001,36,SEÑALAMIENTO DE OPERACION-SEÑALES RESTRICTIVAS,5798.96,
0000000037,0000000001,37,SEÑALAMIENTO DE OPERACION-SEÑALES INFORMATIVAS,846.52,
0000000038,0000000001,38,SEÑALAMIENTO DE OPERACION-SEÑALES DIVERSAS,372.76,
0000000039,0000000001,39,VIALETAS Y BOTONES,111292.00,
0000000040,0000000001,40,SEÑALAMIENTO DE PROTECCION DE OBRA,39208.52,
0000000041,0000000001,41,CONCEPTOS VARIOS,292870.74,
0000000042,0000000001,42,CANALIZACIÓN TELMEX,167333.28,
0000000043,0000000001,43,CAMARAS VIGILANCIA,1072892.00,
0000000044,0000000001,44,ALUMBRADO PUBLICO,362857.39,
0000000045,0000000001,45,ACOMETIDA SUBTERRANEA,57281.12,
0000000046,0000000001,46,SUBESTACION,74578.94,
0000000047,0000000001,47,CONTROL,63404.18,
0000000048,0000000001,48,FUERA DE CATALOGO,0.00,
0000000049,0000000001,49,RECONSIDERACION DE P.U.F.C.,0.00,
0000000050,0000000002,1,PRESUPUESTO,927684.57,
0000000051,0000000003,1,PRELIMINARES - PAVIMENTO,4915.46,
0000000052,0000000003,2,VEGETACION - PAVIMENTO,19714.63,
0000000053,0000000003,3,EXCAVACION - PAVIMENTO,54135.64,
0000000054,0000000003,4,ACARREOS EN CAMION - PAVIMENTO,187551.51,
0000000055,0000000003,5,TERRACERIAS - PAVIMENTO,85519.16,
0000000056,0000000003,6,BASES Y SUB BASES - PAVIMENTO,4502.69,
0000000057,0000000003,7,PAVIMENTOS Y REPOSICION DE PAVIMENTOS - PAVIMENTO,111748.52,
0000000058,0000000003,8,TRABAJOS COMPLEMENTARIOS - PAVIMENTO,3148.58,
0000000059,0000000003,9,PRELIMINARES - BANQUETAS - IMAGEN URBANA,588.79,
0000000060,0000000003,10,EXCAVACIONES - BANQUETAS - IMAGEN URBANA,1970.09,
0000000061,0000000003,11,ACARREOS EN CAMION - BANQUETAS - IMAGEN URBANA,7550.74,
0000000062,0000000003,12,TERRACERIAS - BANQUETAS - IMAGEN URBANA,5479.42,
0000000063,0000000003,13,BASES Y SUB BASES - BANQUETAS - IMAGEN URBANA,7667.14,
0000000064,0000000003,14,PAVIMENTOS- BANQUETAS - IMAGEN URBANA,166134.96,
0000000065,0000000003,15,LIMPIEZA EN BANQUETAS - BANQUETAS - IMAGEN URBANA,555.67,
0000000066,0000000003,16,PRELIMINARES - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,741.44,
0000000067,0000000003,17,EXCAVACIONES - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,45715.41,
0000000068,0000000003,18,ACARREOS EN CAMION - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,207553.51,
0000000069,0000000003,19,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,337015.82,
0000000070,0000000003,20,EXCAVACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,36573.21,
0000000071,0000000003,21,ACARREOS EN CAMION - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,30184.34,
0000000072,0000000003,22,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,29043.41,
0000000073,0000000003,23,MATERIALES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,5928.80,
0000000074,0000000003,24,INSTALACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,609.06,
0000000075,0000000003,25,POZOS DE VISITA - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,9239.14,
0000000076,0000000003,26,SEÑALAMIENTO DE OPERACION - SEÑALES RESTRICTIVAS,5798.96,
0000000077,0000000003,27,SEÑALAMIENTO DE OPERACION - SEÑALES INFORMATIVAS,846.52,
0000000078,0000000003,28,SEÑALAMIENTO DE OPERACION - SEÑALES DIVERSAS,372.76,
0000000079,0000000003,29,FUERA DE CATALOGO,2043413.83,
0000000080,0000000004,1,PRELIMINARES PAVIMENTOS,187.00,
0000000081,0000000004,2,VEGETACION PAVIMENTOS,10565.88,
0000000082,0000000004,3,EXCAVACIONPAVIMENTOS,2988.05,
0000000083,0000000004,4,ACARREOS EN CAMION-PAVIMENTOS,7119.29,
0000000084,0000000004,5,TERRACERIAS-PAVIMENTOS,5027.81,
0000000085,0000000004,6,PAVIMENTOS Y REPOSICION-PAVIMENTOS,150339.58,
0000000086,0000000004,7,TRABAJOS COMPLEMENTARIOS-PAVIMENTOS,19162.00,
0000000087,0000000004,8,LIMPIEZA-PAVIMENTOS,2551.86,
0000000088,0000000004,9,PRELIMINARES-BANQUETAS-IMAGEN URBANA,841.48,
0000000089,0000000004,10,EXCAVACIONES-BANQUETAS-IMAGEN URBANA,2787.50,
0000000090,0000000004,11,ACARREOS EN CAMION-BANQUETAS-IMAGEN URBANA,10683.60,
0000000091,0000000004,12,TERRACERIAS-BANQUETAS-IMAGEN URBANA,7831.06,
0000000092,0000000004,13,BASES Y SUB BASES-BANQUETAS-IMAGEN URBANA,14468.26,
0000000093,0000000004,14,PAVIMENTOS-BANQUETAS-IMAGEN URBANA,211110.30,
0000000094,0000000004,15,LIMPIEZA-BANQUETAS-IMAGEN URBANA,794.15,
0000000095,0000000004,16,VEGETACION-BANQUETAS IMAGEN URBANA,36284.66,
0000000096,0000000004,17,PRELIMINARES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,473.33,
0000000097,0000000004,18,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,13442.03,
0000000098,0000000004,19,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,44053.90,
0000000099,0000000004,20,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,93374.82,
0000000100,0000000004,21,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,19457.85,
0000000101,0000000004,22,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,4451.39,
0000000102,0000000004,23,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,7684.28,
0000000103,0000000004,24,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,23167.10,
0000000104,0000000004,25,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,8892.44,
0000000105,0000000004,26,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,11095.41,
0000000106,0000000004,27,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,943.56,
0000000107,0000000004,28,POZOS DE VISITA-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,7292.10,
0000000108,0000000004,29,SEÑALAMIENTO DE OPERACION-SEALES RESTRICTIVAS,2899.48,
0000000109,0000000004,30,SEÑALAMIENTO DE OPERACION-SEALES INFORMATIVAS,423.26,
0000000110,0000000004,31,SEÑALAMIENTO DE OPERACION-SEALES DIVERSAS,559.14,
0000000111,0000000004,32,VIALETAS Y BOTONES,3206.94,
0000000112,0000000004,33,SEÑALAMIENTO DE PROTECCION DE OBRA,10678.35,
0000000113,0000000004,34,CONCEPTOS VARIOS,57763.39,
0000000114,0000000004,35,CANALIZACION TELMEX,33376.67,
0000000115,0000000004,36,CAMARAS DE VIGILANCIA,4336.57,
0000000116,0000000004,37,FUERA DE CATALOGO,1324858.05,
0000000117,0000000005,1,PRELIMINARES PAVIMENTO,3531.56,
0000000118,0000000005,2,VEGETACION PAVIMENTO,6869.58,
0000000119,0000000005,3,EXCAVACION PAVIMENTO,9921.77,
0000000120,0000000005,4,ACARREOS EN CAMION PAVIMENTO,94668.16,
0000000121,0000000005,5,TERRACERIAS PAVIMENTO,42510.37,
0000000122,0000000005,6,PAVIMENTOS Y REPOSICION DE PAVIMENTOS PAVIMENTO,13350.00,
0000000123,0000000005,7,VEGETACION BANQUETAS IMAGEN URBANA,9999.29,
0000000124,0000000005,8,PRELIMINARES REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,146.72,
0000000125,0000000005,9,EXCAVACIONES REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,2810.88,
0000000126,0000000005,10,ACARREO EN CAMION REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,6728.23,
0000000127,0000000005,11,RELLENOS REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,14111.81,
0000000128,0000000005,12,INSTALACION REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,2288.30,
0000000129,0000000005,13,EXCAVACIONES REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,1526.13,
0000000130,0000000005,14,INSTALACIONES REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,1098.24,
0000000131,0000000005,15,POZOS DE VISITA REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,3544.79,
0000000132,0000000005,16,SEÑALAMIENTO DE OPERACION SEÑALES RESTRICTIVAS,3624.35,
0000000133,0000000005,17,SEÑALAMIENTO DE OPERACION SEÑALES DIVERSAS,372.76,
0000000134,0000000005,18,SEÑALAMIENTO DE PROTECCION DE OBRA,5963.78,
0000000135,0000000005,19,CONCEPTOS VARIOS,21854.84,
0000000136,0000000005,20,CAMARAS DE VIGILANCIA,7619.72,
0000000137,0000000005,21,ALUMBRADO PUBLICO,6638.44,
0000000138,0000000005,22,FUERA DE CATALOGO,296326.45,
0000000139,0000000006,1,PRELIMINARES VIALIDADES A NIVEL,92199.81,
0000000140,0000000006,2,ACARREOS EN CAMION  VIALIDADES A NIVEL,175729.19,
0000000141,0000000006,3,BASES Y SUB-BASES VIALIDADES A NIVEL,235643.27,
0000000142,0000000006,4,PAVIMENTOS ASFALTICOS DE VIALIDADES,75347.07,
0000000143,0000000006,5,PAVIMENTOS HIDRAULICOS DE PAVIMENTOS Y GUARNICIONES,2724376.44,
0000000144,0000000006,6,PRELIMINARES BANQUETA,29745.02,
0000000145,0000000006,7,ACARREOS EN CAMION BANQUETA,18179.81,
0000000146,0000000006,8,BASES BANQUETA,25354.05,
0000000147,0000000006,9,PAVIMENTOS HIDRAULICOS DE PAVIMENTOS Y GUARNICIONES,155004.30,
0000000148,0000000006,10,PAVIMENTO BANQUETA,444967.91,
0000000149,0000000006,11,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,51721.28,
0000000150,0000000006,12,ACARREOS-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,16768.96,
0000000151,0000000006,13,PAVIMENTOS VIALIDAD (REPOSICIONES)-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,13070.32,
0000000152,0000000006,14,SUMINISTROS DE AGUA POTABLE-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,58534.23,
0000000153,0000000006,15,MANO DE OBRA-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,30866.96,
0000000154,0000000006,16,CAJA DE VALAVULAS-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,25690.29,
0000000155,0000000006,17,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,138431.28,
0000000156,0000000006,18,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,48085.45,
0000000157,0000000006,19,BASES Y SUB-BASES VIALIDAD (REPOSICIONES)-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,3977.11,
0000000158,0000000006,20,PAVIMENTOS VIALIDAD (REPOSICIONES)-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,31943.12,
0000000159,0000000006,21,SUMINISTROS E INSTALACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,302008.69,
0000000160,0000000006,22,POZOS DE VISITA DRENAJE SANITARIO-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,73928.95,
0000000161,0000000006,23,PRELIMINARES DESCARGAS DOMICILIARIAS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),2564.08,
0000000162,0000000006,24,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),1245.23,
0000000163,0000000006,25,RELLENOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),1621.47,
0000000164,0000000006,26,SUMINISTROS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),2536.85,
0000000165,0000000006,27,INSTALACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),730.14,
0000000166,0000000006,28,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,311325.12,
0000000167,0000000006,29,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,197643.15,
0000000168,0000000006,30,SUMINISTRO E INSTALACION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,14402.95,
0000000169,0000000006,31,REPOSICION DE PAVIMENTO-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,82934.00,
0000000170,0000000006,32,POZOS DE VISITA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,614834.45,
0000000171,0000000006,33,LIMPIEZA DE OBRA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,10711.40,
0000000172,0000000006,34,ALUMBRADO PUBLICO,465990.42,
0000000173,0000000006,35,ACOMETIDA SUBTERRANEA,36443.17,
0000000174,0000000006,36,SUBESTACION,35002.11,
0000000175,0000000006,37,CONTROL,41538.40,
0000000176,0000000006,38,LÍNEAS TELEFÓNICAS,439444.77,
0000000177,0000000006,39,SEÑALAMIENTO PARA LA PROTECCION DE OBRAS,360291.51,
0000000178,0000000006,40,SEMAFORIZACION PROVISIONAL PARA DESVIO OBRA,103975.42,
0000000179,0000000006,41,SEÑALAMIENTO VERTICAL,568059.74,
0000000180,0000000006,42,SEÑALAMIENTO HORIZONTAL,176881.74,
0000000181,0000000006,43,SEMAFORIZACION DE INTERSECCIONES,153910.60,
0000000182,0000000006,44,TALAS Y TRANSPLANTES DE ARBOLES,45908.94,
0000000183,0000000006,45,REPOSICION DE ARBOLES,228738.00,
0000000184,0000000006,46,PRELIMINARES Y OBRAS COMPLEMENTARIAS DE ARRIATES,21437.20,
0000000185,0000000006,47,ACARREOS EN CAMION DE ARRIATES,6971.44,
0000000186,0000000006,48,JARDINERIA DE ARRIATES,135339.95,
0000000187,0000000006,49,FUERA DE CATALOGO,0.00,
0000000188,0000000006,50,RECONSIDERACION PUFC,0.00,
0000000189,0000000007,1,PRELIMINARES VIALIDADES A NIVEL,125815.75,
0000000190,0000000007,2,ACARREOS EN CAMION VIALIDADES A NIVEL,139581.02,
0000000191,0000000007,3,BASES Y SUB-BASES VIALIDADES A NIVEL,382036.11,
0000000192,0000000007,4,PAVIMENTOS ASFALTICOS DE  VIALIDADES,423287.29,
0000000193,0000000007,5,PAVIMENTOS HIDRAULICOS DE PAVIMENTOS Y GUARNICIONES,1740837.76,
0000000194,0000000007,6,PRELIMINARES BANQUETAS,18139.28,
0000000195,0000000007,7,ACARREOS EN CAMION BANQUETAS,12745.35,
0000000196,0000000007,8,BASES BANQUETAS,36015.99,
0000000197,0000000007,9,PAVIMENTOS HIDRAULICOS Y GUARNICIONES,119889.73,
0000000198,0000000007,10,PAVIMENTO BANQUETA,347341.22,
0000000199,0000000007,11,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,14312.75,
0000000200,0000000007,12,ACARREOS-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,5766.79,
0000000201,0000000007,13,SUMINISTROS DE AGUA POTABLE-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,20306.84,
0000000202,0000000007,14,MANO DE OBRA-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,1139.80,
0000000203,0000000007,15,PRELIMINARES-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,199353.72,
0000000204,0000000007,16,ACARREO EN CAMION-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,86314.16,
0000000205,0000000007,17,SUMINISTROS E INSTALACIONES-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,233457.37,
0000000206,0000000007,18,POZOS DE VISITA DRENAJE SANITARIO-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,78719.82,
0000000207,0000000007,19,PRELIMINARES DESCARGAS DOMICILIARIAS SANITARIO-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),11466.28,
0000000208,0000000007,20,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),5645.05,
0000000209,0000000007,21,RELLENOS-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),8444.39,
0000000210,0000000007,22,SUMINISTROS-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),9254.43,
0000000211,0000000007,23,INSTALACIONES-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),2463.93,
0000000212,0000000007,24,PRELIMINARES-REHABILITACION Y/O REPOSICION DE DRENAJE PLUVIAL),1153.85,
0000000213,0000000007,25,SUMINISTRO E INSTALACION-REHABILITACION Y/O REPOSICION DE DRENAJE PLUVIAL,33257.74,
0000000214,0000000007,26,ALUMBRADO PUBLICO,32059.17,
0000000215,0000000007,27,ACOMETIDA SUBTERRANEA,19235.69,
0000000216,0000000007,28,SUBESTACION,31432.04,
0000000217,0000000007,29,LINEAS TELEFONICAS,24982.22,
0000000218,0000000007,30,SEÑALAMIENTO PARA LA PROTECCION DE OBRAS,1320.04,
0000000219,0000000007,31,SEMAFORIZACION PROVISIONAL PARA DESVIO OBRA,92.46,
0000000220,0000000007,32,SEÑALAMIENTO HORIZONTAL,15095.88,
0000000221,0000000007,33,PRELIMINARES Y OBRAS COMPLEMENTARIAS DE ARRIATES,15.84,
0000000222,0000000007,34,JARDINERIA DE ARRIATES,63291.64,
0000000223,0000000007,35,CFC,355266.81,
0000000224,0000000008,1,TOPOGRAFIA CALLE APODACA.,18170.93,
0000000225,0000000008,2,TRAMITES CALLE APODACA.,1161.10,
0000000226,0000000008,3,SONDEOS CALLE APODACA.,3857.50,
0000000227,0000000008,4,ANTEPROYECTO CALLE APODACA.,24865.00,
0000000228,0000000008,5,PROYECTO CALLE APODACA.,33090.98,
0000000229,0000000008,6,ENTREGA CALLE APODACA.,15209.01,
0000000230,0000000008,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) CALLE APODACA.,23142.50,
0000000231,0000000009,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 1,218328.45,
0000000232,0000000009,2,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 2,208729.31,
0000000233,0000000010,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 3,202691.39,
0000000234,0000000011,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 7,244958.62,
0000000235,0000000011,2,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 13.,250171.56,
0000000236,0000000011,3,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE FUENTES EN VARIAS PARTES DE LA CUIDAD,164587.03,
