Id_Obra,Año,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Beneficiarios,Id_Convenio,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Observaciones,Enviar_Para,Id_Oficio_Asignacion_Obra
0000000001,2013,0021,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 15 LEON, GTO.",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,12/03/13  ADRIAN,CONTRATADO,0
0000000002,2013,0006,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES ZONAS URBANAS 7 Y 13 Y MANTENIMIENTO PREVENTIVO Y CORRE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,12/03/13  ADRIAN,CONTRATADO,0
0000000003,2013,0018,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA AREAS VERDES DE MINIDEPORTIVAS COMUDE PAQ 1,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,12/03/13  ADRIAN,CONTRATADO,0
0000000004,2013,0016,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 9  Y MEJORA DE PLAZAS EN LA ZONA,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,13/03/03  ADRIAN,CONTRATADO,0
0000000005,2013,0010,"MANTENIMIENTO INTEGRAL  DE PARQUES Y JARDINES PARA LA ZONA URBANA 11 LEON, GTO.",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/03/13   ADRIAN,CONTRATADO,0
0000000006,2013,0007,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 12 Y MALECON DEL RIO,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,19/03/13  ADRIAN,CONTRATADO,0
0000000007,2013,0022,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: PRESA EL VALLADO TRAMO: PRESA LA SELVA - CANAL DE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,19/03/2013  ADRIAN,CONTRATADO,0
0000000008,2013,0001,"VIALIDADES LATERALES, CRUCE A NIVEL Y ADECUACIÓN DE SERVICIOS DE LA INTERSECCIÓN DE LA C.F. 45 CON E",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,19/03/2013  ADRIAN,CONTRATADO,0
0000000009,2013,0002,"VILAIDADES LATERALES, CRUCE A NIVEL Y ADECUACION DE SERVICIOS DE LA INTERSECCION DE LA C.F. 45 CON E",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,19/03/2013  ADRIAN,CONTRATADO,0
0000000010,2013,0011,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, RETIRO DE EXCEDENTES, NIVELACION  MEJORA DE SUELOS",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,20/03/2013  ADRIAN,CONTRATADO,0
0000000011,2013,0003,PROYECTO CALLE APODACA TRAMO ARTICULO DE FE A VILLALDANA COL. NUEVO LEON,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,20/03/2013  ADRIAN,CONTRATADO,0
0000000012,2013,0024,LEVANTAMIENTO TOPOGRAFICO Y VERIFICACION DETALLE DE LAS AREAS DE DONACION DE LAS MANZANAS Y VIALIDAD,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,20/03/2013  ADRIAN,CONTRATADO,0
0000000013,2013,0017,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA AREAS DE MINIDEPORTIVAS (COMUDE) PAQ. 2 E INSTALAC,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,21/03/13  ADRIAN,CONTRATADO,0
0000000014,2013,0027,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: CUENCA DE SAN ALFONSO TRAMO: CISMA A PASEO DE LA,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,21/03/2013  ADRIAN,CONTRATADO,0
0000000015,2013,0028,INSTALACION DE VOZ Y DATOS PARA EL EDIFICIO DEL IMUVI,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,02/04/2013  ADRIAN,CONTRATADO,0
0000000016,2013,0029,TRABAJOS DE ACOMETIDA TIPO SUBTERRANEA EN MEDIA TENSION PARA LA ALIMENTACION A SUBESTACION TIPO PEDE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,02/04/2013  ADRIAN,CONTRATADO,0
0000000017,2013,0030,TRABAJOS COMPLEMENTARIOS Y AREAS EXTERIORES EN EL EDIFICIO DEL IMUVI,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,02/04/2013  ADRIAN,CONTRATADO,0
0000000018,2013,0031,CONSTRUCCION DE DRENAJE PLUVIAL Y SANITARIO DEL EDIFICIO DEL IMUVI,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,02/04/2013  ADRIAN,CONTRATADO,0
0000000019,2013,0004,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS I Y II LEON.GTO.,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,03/04/2013   ADRIAN,CONTRATADO,0
0000000020,2013,0012,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES MEJORA DE PLAZAS EN ZONA URBANA PAQ. 1 LEÓN, GTO.",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,03/04/2013  ADRIAN,CONTRATADO,0
0000000021,2013,0013,MANTENIMIENTO PREVENTIVO DE ARBOLES PARA LA ZONA NORTE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,03/04/2013   ADRIAN,CONTRATADO,0
0000000022,2013,0009,MANTENIMIENTO PREVENTIVO DE ÁRBOLES PARA LA ZONA CENTRO,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,03/04/2013  ADRIAN,CONTRATADO,0
