Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe
2,1,2,TRAMITES C. PRESA DEL VALLADO.,0
3,1,3,SONDEOS C. PRESA DEL VALLADO.,0
4,1,4,ANTEPROYECTO C. PRESA DEL VALLADO.,0
5,1,5,PROYECTO C. PRESA DEL VALLADO.,0
6,1,6,ENTREGA C. PRESA DEL VALLADO.,0
7,1,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. PRESA DEL VALLADO.,0
8,1,8,IMPACTO AMBIENTAL (CONSIDERADO COMO SUBCONTRATO),0
9,2,1,TOPOGRAFIA C. 1ER. ANDADOR FAJARDO.,0
10,2,2,TRAMITES C. 1ER. ANDADOR FAJARDO.,0
11,2,3,SONDEOS C. 1ER. ANDADOR FAJARDO.,0
12,2,4,ANTEPROYECTO C. 1ER. ANDADOR FAJARDO.,0
13,2,5,PROYECTO C. 1ER. ANDADOR FAJARDO.,0
14,2,6,ENTREGA C. 1ER. ANDADOR FAJARDO.,0
15,2,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. 1ER. ANDADOR FAJARDO.,0
16,2,8,IMPACTO AMBIENTAL (CONSIDERADO COMO SUBCONTRATO),0
17,3,1,TOPOGRAFIA DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0
18,3,2,TRAMITE DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0
19,3,3,SONDEOS DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0
20,3,4,ANTEPROYECTO DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0
21,3,5,PROYECTO DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0
22,3,6,ENTREGA DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0
23,3,7,MECANICA DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI) (CONSIDERADO COMO SUBCONTRATO).,0
24,3,8,IMPACTO AMBIENTAL DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI) (CONSIDERADO COMO SUBCONTRATO),0
25,4,1,TOPOGRAFIA DE LA CALLE CAÑAMO,0
26,4,2,TRAMITES DE LA CALLE CAÑAMO,0
27,4,3,SONDEOS DE LA CALLE CAÑAMO,0
28,4,4,ANTEPROYECTO DE LA CALLE CAÑAMO,0
29,4,5,PROYECTO DE LA CALLE CAÑAMO,0
30,4,6,ENTREGA DE LA CALLE CAÑAMO,0
31,4,7,MECANICA DE SUELOS DE LA CALLE CAÑAMO (CONSIDERADO COMO SUBCONTRATO).,0
32,4,8,IMPACTO AMBIENTAL DE LA CALLE CAÑAMO (CONSIDERADO COMO SUBCONTRATO),0
49,7,1,TOPOGRAFÍA,11465.18
50,7,2,INVENTARIOS,7364.59
51,7,3,ANTEPROYECTO,26027.12
52,7,4,PROYECTO,145245.9
53,7,5,ENTREGA,67145.24
54,7,6,GRAFICADO PLANOS,16070.25
55,7,7,DEMOLICIONES,96.17
56,7,8,MECANICA DE SUELOS (SUBCONTRATO),14236.24
57,7,9,ESTRUCTURALES,21866
58,8,1,ILUMINACION ESCENICA EN FUENTE DE LOS LEONES,1229111.56
59,9,1,TRABAJOS COMPLEMENTARIOS,31432.15
60,10,1,PAVIMENTACION CARRIL EXCLUSIVO PRELIMINARES,1261370.43
61,10,2,PAVIMENTACION CARRIL EXCLUSIVO ACARREOS EN CAMION,1970498.85
62,10,3,PAVIMENTACION CARRIL EXCLUSIVO BASES Y SUB-BASES,2392586.58
63,10,4,PAVIMENTACION CARRIL EXCLUSIVO PAVIMENTOS ASFALTICOS,291611.77
64,10,5,PAVIMENTACION CARRIL EXCLUSIVO PAVIMENTOS DE CONCRETO,11347415.56
65,10,6,PAVIMENTACION CARRIL EXCLUSIVO LIMPIEZA DE OBRA,34385.41
66,10,7,PAVIMENTACION CARRIL EXCLUSIVO IMAGEN URBANA PRELIMINARES,83678.11
