Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe,Id_Contrato_Ampliacion
0000000001,0000000001,1,TOPOGRAFIA C. PRESA DEL VALLADO.,0.00,NULL
0000000002,0000000001,2,TRAMITES C. PRESA DEL VALLADO.,0.00,NULL
0000000003,0000000001,3,SONDEOS C. PRESA DEL VALLADO.,0.00,NULL
0000000004,0000000001,4,ANTEPROYECTO C. PRESA DEL VALLADO.,0.00,NULL
0000000005,0000000001,5,PROYECTO C. PRESA DEL VALLADO.,0.00,NULL
0000000006,0000000001,6,ENTREGA C. PRESA DEL VALLADO.,0.00,NULL
0000000007,0000000001,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. PRESA DEL VALLADO.,0.00,NULL
0000000008,0000000001,8,IMPACTO AMBIENTAL (CONSIDERADO COMO SUBCONTRATO),0.00,NULL
0000000009,0000000002,1,TOPOGRAFIA C. 1ER. ANDADOR FAJARDO.,0.00,NULL
0000000010,0000000002,2,TRAMITES C. 1ER. ANDADOR FAJARDO.,0.00,NULL
0000000011,0000000002,3,SONDEOS C. 1ER. ANDADOR FAJARDO.,0.00,NULL
0000000012,0000000002,4,ANTEPROYECTO C. 1ER. ANDADOR FAJARDO.,0.00,NULL
0000000013,0000000002,5,PROYECTO C. 1ER. ANDADOR FAJARDO.,0.00,NULL
0000000014,0000000002,6,ENTREGA C. 1ER. ANDADOR FAJARDO.,0.00,NULL
0000000015,0000000002,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. 1ER. ANDADOR FAJARDO.,0.00,NULL
0000000016,0000000002,8,IMPACTO AMBIENTAL (CONSIDERADO COMO SUBCONTRATO),0.00,NULL
0000000017,0000000003,1,TOPOGRAFIA DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0.00,NULL
0000000018,0000000003,2,TRAMITE DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI),0.00,NULL
