Id_Presupuesto,Id_Obra,Nombre,Tipo_Presupuesto,Id_Modalidad,Fecha_Adjudicacion,Id_Presupuesto_Pertenece,Clave,Numero_Ampliacion
0000000001,0000000001,CALLE PRESA DEL VALLADO,ORIGINAL,0000000001,2017-02-16 09:18:00,,0,0
0000000002,0000000001,CALLE IER. ANDADOR FAJARDO,ORIGINAL,0000000001,2017-02-16 09:18:00,,0,0
0000000003,0000000003,PROYECTO EJECUTIVO DE LAS CALLES JUDIA: (ANTES ANDADOR HABICHUELA ANTES COLIBRI) TRAMO: JUDIA - DULCINEA DEL TOBOSO COL. VALLE HERMOSO,ORIGINAL,0000000001,2017-02-16 09:26:00,,0,0
0000000004,0000000003,CALLE CAÑAMO TRAMO: CUENCA DE FLORIDA - ALISO COL. VALLE HERMOSO,ORIGINAL,0000000001,2017-02-16 09:33:00,,0,0
0000000007,0000000002,"PROYECTO EJECUTIVO PARA EL FORTALECIMIENTO DE LA CAPACITACIÓN EN MATERIA DE SISTEMA ACUSATORIO PENAL A TRAVÉS DE LA EJECUCIÓN DE CASA DE PRESERVACIÓN DEL LUGAR DE LOS HECHOS Y STAND DE TIRO VIRTUAL UBICACIÓN: BLVD. JUAN JOSE TORRES LANDA No. 5202, COL. MONTE DE CRISTO.",ORIGINAL,0000000001,2017-02-16 10:27:00,,0,0
0000000008,0000000004,INSTALACIÓN DE ILUMINACIÓN ESCENICA EN FUENTE DE LOS LEONES,ORIGINAL,0000000001,2017-03-22 13:38:00,,0,0
0000000009,0000000006,INFRAESTRUCTURA MUNICIPAL EN LEÓN (REMODELACIÓN DE MINIDEPORTIVAS VALLE DE LOS CASTILLOS) TRABAJOS COMPLEMENTARIOS,ORIGINAL,0000000001,2017-03-22 13:50:00,,0,0
0000000010,0000000005,"AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3a. y 4a. ETAPA, AJUSTES OPERATIVOS AL CORREDOR TRONCAL MIGUEL HIDALGO SIT OPTIBÚS TRAMO: MALECÓN DEL RÍO DE LOS GÓMEZ A BLVD. CAMPESTRE (13va. ETAPA URBANIZACIÓN DE CARRILES EXCLUSIVOS)",ORIGINAL,0000000001,2017-03-22 15:30:00,,0,0
0000000011,0000000007,"AMPLIACIÓN DEL SISTEMA INTEGRADO DEL TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A Y 4A ETAPA RENOVACION DE PARADEROS 1ra. ETAPA SIT OPTIBUS EN BLVD. ADOLFO LÓPEZ MATEOS DE BLVD. FRANCISCO VILLA A AV. MIGUEL ALEMÁN (15va. ETAPA PARADEROS: EXPIATORIO, TRIGO, ZONA PIEL Y CENTRAL CAMIONERA)",ORIGINAL,0000000001,2017-03-22 15:47:00,,0,0
0000000012,0000000008,"AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBUS) 3a Y 4a ETAPA, AJUSTES OPERATIVOS AL CORREDOR TRONCAL MIGUEL HIDALGO SIT OPTIBUS TRAMO: MALECÓN DEL RIO DE LOS GOMEZ A BLVD. CAMPESTRE (14va ETAPA RENOVACIÓN DE PARADEROS)",ORIGINAL,0000000001,2017-03-28 09:29:00,,0,0
