Id_Obra,Año,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Beneficiarios,Id_Convenio,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Observaciones,Enviar_Para,Id_Oficio_Asignacion_Obra
0000000001,2017,003,PROYECTO EJECUTIVO DE LAS CALLES PRESA DEL VALLADO TRAMO: PROL. HILARIO MEDINA - PRESA DE LA SELVA COL. EL CONSUELO OCTAVA FRACCIÓN; CALLE IER. ANDADOR FAJARDO TRAMO: FAJARDO - PALO ALTO COL. EL PALOTE.,Unitario,0000000001,0000000001,0,NULL,Proyecto,0000000001,13/02/2017 ALMA,CONTRATOS,0
0000000002,2017,004,"PROYECTO EJECUTIVO PARA EL FORTALECIMIENTO DE LA CAPACITACIÓN EN MATERIA DE SISTEMA ACUSATORIO PENAL A TRAVÉS DE LA EJECUCIÓN DE CASA DE PRESERVACIÓN DEL LUGAR DE LOS HECHOS Y STAND DE TIRO VIRTUAL UBICACIÓN: BLVD. JUAN JOSE TORRES LANDA No. 5202, COL. MONTE DE CRISTO.",Unitario,0000000001,0000000001,0,NULL,Proyecto,0000000001,13/02/2017 ALMA,CONTRATADO,0
0000000003,2017,001,PROYECTO EJECUTIVO DE LAS CALLES JUDIA: (ANTES ANDADOR HABICHUELA ANTES COLIBRI) TRAMO: JUDIA - DULCINEA DEL TOBOSO COL. VALLE HERMOSO; CALLE CAÑAMO TRAMO: CUENCA DE FLORIDA - ALISO COL. VALLE HERMOSO; CALLE SANTO TOMAS TRAMO: SAN RAMON - TOPAR LADO ORIENTE COL. LA PISCINA; CALLE ANDADOR COCO TRAMO: MANUEL GONZALEZ (ANTES BLVD. CEREZA) - ANDADOR MAMEY (ANTES ANDADOR TEJOCOTE) COL. LAS MANDARINAS.,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/02/2017 XOCH,CONTRATOS,0
0000000004,2017,0005,INSTALACIÓN DE ILUMINACIÓN ESCENICA EN FUENTE DE LOS LEONES ZONA CENTRO,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,21/03/2017 AMALIA,CONTRATADO,0
0000000005,2017,0010,"AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3a. y 4a. ETAPA, AJUSTES OPERATIVOS AL CORREDOR TRONCAL MIGUEL HIDALGO SIT OPTIBÚS TRAMO: MALECÓN DEL RÍO DE LOS GÓMEZ A BLVD. CAMPESTRE (13va. ETAPA URBANIZACIÓN DE CARRILES EXCLUSIVOS)",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,21/03/2017 AMALIA,CONTRATADO,0
0000000006,2017,0015,INFRAESTRUCTURA MUNICIPAL EN LEÓN (REMODELACIÓN DE MINIDEPORTIVAS VALLE DE LOS CASTILLOS) TRABAJOS COMPLEMENTARIOS,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,21/03/2017 AMALIA,CONTRATADO,0
0000000007,2017,0008,"AMPLIACIÓN DEL SISTEMA INTEGRADO DEL TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A Y 4A ETAPA RENOVACION DE PARADEROS 1ra. ETAPA SIT OPTIBUS EN BLVD. ADOLFO LÓPEZ MATEOS DE BLVD. FRANCISCO VILLA A AV. MIGUEL ALEMÁN (15va. ETAPA PARADEROS: EXPIATORIO, TRIGO, ZONA PIEL Y CENTRAL CAMIONERA)",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,CAP. ANA LAURA 21/03/2017,CONTRATADO,0
0000000008,2017,0009,"AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBUS) 3a Y 4a ETAPA, AJUSTES OPERATIVOS AL CORREDOR TRONCAL MIGUEL HIDALGO SIT OPTIBUS TRAMO: MALECÓN DEL RIO DE LOS GOMEZ A BLVD. CAMPESTRE (14va ETAPA RENOVACIÓN DE PARADEROS)",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,23/03/2017 CLAUDIA ,CONTRATADO,0
0000000009,2017,0007,"AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBUS) 3A Y 4TA ETAPA, RENOVACIÓN DE PARADEROS 1RA. ETAPA SIT OPTIBUS EN BLVD. ADOLFO LOPEZ MATEOS E BLVD. FRANCISCO VILLA A AV. MIGUEL ALEMAN (16VA. ETAPA PARADEROS: CENTRO HISTÓRICO Y HERMANOS ALDAMA)",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,24/03/2017 GRISELDA,CONTRATADO,0
0000000010,2017,0017,"DIAGNOSTICO Y PROPUESTA DE MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL E IMAGEN URBANA EN ELE BLVD. SAN JUAN BOSCO EN SU TRAMO DEL BLVD. LAS TORRES A BLVD. ARISTOTELES, LEÓN, GTO. ",Unitario,0000000001,0000000001,0,NULL,Proyecto,0000000001,24/03/2017 GRISELDA,CONTRATADO,0
0000000011,2017,0002,"PROYECTO EJECUTIVO DE LAS CALLES: BLVD. HACIENDAS DE LEON TRAMO: AV. OLIMPICA - BLVD. SAN NICOLAS; GRANJA DE SAN JUAN TRAMO: AV. OLIMPICA - BLVD. SAN NICOLAS; BLVD. SAN NICOLAS TRAMO: HACIENDA DE LEON - AV. OLIMPICA; AMAZONITA TRAMO: BLVD. VILLAS DE SAN JUAN - TOPAR LADO NORTE Y LA CALLE FARO DE SAN JUAN TRAMO: AV. OLIMPICA - BLVD. SAN NICOLAS, DE LA LOCALIDAD VILLAS DE SAN JUAN",Unitario,0000000001,0000000001,0,NULL,Proyecto,0000000001,08/04/2017 XOCH,CONTRATADO,0
0000000012,2017,0011,REHABILITACION DE LA CALLE ATENEA,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,08/04/2017 XOCH,CONTRATADO,0
