Id_Obra,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Id_Oficio_Asignacion_Obra
1,33,DESMANTELAMIENTO DE CRISTALERIA Y HERRERIA EDIFICIO MONTES DE OCA CALLE PEDRO MORENO ZONA CENTRO,Unitario,1,1,Obra,1,0
2,35,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA SUR PONIENTE DE LA CIUDAD LEON,Unitario,1,1,Obra,1,0
3,36,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA NOR PONIENTE DE LA CIUDAD LEON,Unitario,1,1,Obra,1,0
4,26,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES : ANDRES QUINTANA ROO TRAMO; PLUTARCO ELIAS CALLES,Unitario,1,1,Obra,1,0
5,38,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA SUR ORIENTE DE LA CIUDAD,Unitario,1,1,Obra,1,0
6,8,PROYECTO EJECUTIVO DE LAS CALLES: DEL CAPOTE TRAMO: DEL TORERO-AV- CENTRAL COL. PLAZA DE TOROS II,Unitario,1,1,Obra,1,0
7,9,PROYECTO EJECUTIVO DE LAS CALLES: JEREZ DE LULE TRAMO: BLVD. DELTA DE JEREZ - JEREZ DE ANTAÑO COL. V,Unitario,1,1,Obra,1,0
8,32,PAVIMENTACION DE LA CALLE CIRCUITO ANTONIO VELAZQUEZ TRAMO: DEL TORERO - PAVIMENTO COL. PLAZA DE TOR,Unitario,1,1,Obra,1,0
9,30,PUENTE VERTIZ  BICENTENARIO Y PUENTE LA LUZ BICENTENARIO ( PRIMERA ETAPA PAVIMENTACION DE LA INTERSE,Unitario,1,1,Obra,1,0
10,23,PROYECTO EJECUTIVO DE LAS CALLES: CALLE 26 DE AGOSTO TRAMO: LUCIO CABAÑAS - MISAEL NUÑEZ COL. MORELO,Unitario,1,1,Obra,1,0
11,12,PROYECTO EJECUTIVO DE LAS CALLES: ALMENDRO TRAMO: ALAMO - AVELLANO COL. ARBOLEDAS DE INFONAVIT; AVEL,Unitario,1,1,Obra,1,0
12,10,PROYECTO EJECUTIVO DE LAS CALLES: 2DO. ANDADOR HUIMILPAN TRAMO: HUIMILPAN - MAYAGUEZ COL. EL PALOTE,Unitario,1,1,Obra,1,0
13,22,PROYECTO EJECUTIVO DE LAS CALLES: H. SYUNTSMIENTO TRAMO: ARTICULO 123 - BLVD. TIMOTEO LOZANO COL. LI,Unitario,1,1,Obra,1,0
14,4,PROYECTO EJECUTIVO DE LAS CALLES: ARTICULO 27 TRAMO: TIMOTEO LOZANO - ASAMBLEA DE QUERETARO COL. LIB,Unitario,1,1,Obra,1,0
