Id_Obra,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Id_Oficio_Asignacion_Obra
1,3,PAVIMENTACION DE LA CALLE ACAYA TRAMO: HEBREOS A EPISTOLAS COL. SAN PABLO,Unitario,1,1,Obra,1,0
2,7,PROYECTO EJECUTIVO DE LAS CALLES: 1. IGNACIO VILLAVICENCIO TRAMO: ARTURO VALADEZ - ARTURO VILLEGAS C,Unitario,1,1,Obra,1,0
3,2,PAVIMENTACION DE LA CALLE CAMPO GRANDE TRAMO: CAMPO ESCONDIDO A CAMPO ALEGRE COL. VALLE HERMOSO,Unitario,1,1,Obra,1,0
4,1,PAVIMENTACION DE LA CALLE MANUEL LOPEZ MERCADO TRAMO: BLVD. LEON II A BLVD. MARIANO ESCOBEDO COLONIA,Unitario,1,1,Obra,1,0
5,4,PROYECTO EJECUTIVO DE LAS CALLES: 1. MANUEL CRECENCIO REJON TRAMO: JOSE A. GODOY - JOSE M. DE LA TOR,Unitario,1,1,Obra,1,0
6,5,PROYECTO EJECUTIVO DE LAS CALLES: VALLE CEYLAN TRAMO: MADRE TIERRA - VALLE ARIZPE COL. VALLE DE SAN,Unitario,1,1,Obra,1,0
7,6,PROYECTO EJECUTIVO DE LAS CALLES: 1. DE LA CONQUISTA TRAMO: ALPES A TOPAR Y 2. DE LA PLACITA TRAMO:,Unitario,1,1,Obra,1,0
8,9,PROYECTO EJECUTIVO DE LAS CALLES: 1. LA VIZCAINA TRAMO: LOS ALPES - LA CONQUISTA; 2. CALLE ALPES TRA,Unitario,1,1,Obra,1,0
9,10,PROYECTO EJECUTIVO DE LAS CALLES: 1. TORRE DE VIGIA TRAMO: LATINOAMERICANA - LAS TORRES COL. LAS TOR,Unitario,1,1,Obra,1,0
10,11,PROYECTO EJECUTIVO DE LAS CALLES: 1. PRESA SARDANETA TRAMO: PRESA TILOSTOC - PRESA LA LLAVE COL. PRE,Unitario,1,1,Obra,1,0
11,12,ADECUACION Y TRABAJOS COMPLEMENTARIOS DEL PROYECTO EJECUTIVO: DE ESCUELA DE VANGUARDIA JACINTO LOPEZ,Unitario,1,1,Obra,1,0
12,13,PROYECTO EJECUTIVO DE LA CALLE: MAZATLAN TRAMO: BLVD. HILARIO MEDINA A CALLE ALFALFA COL. LA CANDELA,Unitario,1,1,Obra,1,0
13,14,PROYECTO EJECUTIVO DE LA CALLE: CUITLAHUAC TRAMO: AV. PRADERA A CHOLULA COL. AZTECA|,Unitario,1,1,Obra,1,0
14,15,PROYECTO EJECUTIVO DE LAS CALLES: 1. JACARANDA DEL VALLE TRAMO: OLIVO DEL VALLE - AVELLANO DEL VALLE,Unitario,1,1,Obra,1,0
15,16,REHABILITACIÓN DE LOS PAVIMENTOS DEL BLVD. TORRES LANDA EN EL TRAMO COMPRENDIDO DE LA AV. JUAREZ A M,Unitario,1,1,Obra,1,0
16,8,PAVIMENTACION DE LA CALLE COFRADIA TRAMO: HUIMILPAN - PALO ALTO COL. PRESA DEL PALOTE,Unitario,1,1,Obra,1,0
17,17,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. DE LA CAMPANA TRAMO: LOS ALPES - LA CONQUISTA,Unitario,1,1,Obra,1,0
18,19,PROYECTO EJECUTIVO DE OBRAS COMPLEMENTARIAS DE PAVIMENTACIÓN Y ALUMBRADO DEL FRACCIONAMIENTO CIUDAD,Unitario,1,1,Obra,1,0
19,18,PAVIMENTACION DE LA CALLE ETA (MEDIO CUERPO) TRAMO: JEREZ DE CARTAGENA A CERRITO DE JEREZ COL. CERRI,Unitario,1,1,Obra,1,0
20,20,PROYECTO EJECUTIVO DE INTERSECCIÓN A DESNIVEL DE PUENTE HIDALGO INTERSECCIÓN DE BLVD. JUAN ALONSO DE,Unitario,1,1,Obra,1,0
21,23,PAVIMENTACION DE LA CALLE MADRE REYNA TRAMO: AV. ATOTONILCO A MADRE MARINA COL. DIEZ DE MAYO,Unitario,1,1,Obra,1,0
22,22,REMODELACION DE AREAS EN EDIFICIO DE OBRAS PÚBLICAS MUNICIPALES,Unitario,1,1,Obra,1,0
23,24,PAVIMENTACION DE BANQUETA SUR CALLE ANDALUCIA TRAMO: GARCIA ORDOÑEZ - 21 DE MARZO; PAVIMENTACION DE,Unitario,1,1,Obra,1,0
24,21,PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. PEÑAROL TRAMO: BOTOFOGO - FLUMINENSES COL. DEPORTIVA,Unitario,1,1,Obra,1,0
25,30,REHABILITACIÓN DE LOS PAVIMENTOS DEL CUERPO LATERAL SUR DEL BLVD. AEROPUERTO,Unitario,1,1,Obra,1,0
26,32,PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. REVOLUCIÓN MEXICANA TRAMO: BLVD. TIMOTEO LOZANO - MAR,Unitario,1,1,Obra,1,0
27,31,PAVIMENTACIÓN DE LA CALLE NUEVA ESPAÑA TRAMO: BLVD. MANUEL DE AUSTRI A BLVD. MIGUEL DE CERVANTES SAA,Unitario,1,1,Obra,1,0
28,41,PROYECTO EJECUTIVO DE PLAZA MULTIPOL VALLE HERMOSO UBICADO EN CALLE PASEO DE LA PRESA ENTRE PASEO DE,Unitario,1,1,Obra,1,0
29,39,PAVIMENTACION DE LA CALLE CERRO DE LA BUFA TRAMO: BUFAS DE ZACATECAS A CIMATORIO COL. LOMAS DE JEREZ,Unitario,1,1,Obra,1,0
30,40,PAVIMENTACION DE LA CALLE JEREZ DE BLANES TRAMO: JEREZ DE LA FRONTERA A JEREZ DE GRANADA COL. VALLE,Unitario,1,1,Obra,1,0
31,43,PAVIMENTACION DE LA CALLE BARCENAS TRAMO: BLVD. ALONSO DE TORRES A BLVD. BILBAO COL. PILETAS IV SECC,Unitario,1,1,Obra,1,0
32,37,PAVIMENTACION DE LA CALLE JEREZ DE VARDAR TRAMO: JEREZ DE BESAYA - JEREZ DE MENORCA COL. VALLE DE JE,Unitario,1,1,Obra,1,0
33,33,PROYECTO DE LA PAVIMENTACIÓN DE LAS CALLES: 1. FRESNO DE JEREZ TRAMO: PASEO DE LOS VERDINES - BLVD.,Unitario,1,1,Obra,1,0
34,38,PAVIMENTACION DE LA CALLE PLAN DE GUADALUPE TRAMO: BLVD. MIGUEL DE CERVANTES SAAVEDRA A ANDADOR SIN,Unitario,1,1,Obra,1,0
35,55,PAVIMENTACION DE LA CALLE GOLGOTA TRAMO: BLVD. VASCO DE QUIROGA A SIRIA COL. SAN FELIPE DE JESUS,Unitario,1,1,Obra,1,0
36,56,PAVIMENTACION DE LA CALLE JEREZ DE VALONA TRAMO: JEREZ DE GUADALUPE - JEREZ DE GUADALQUIVIR COL. VAL,Unitario,1,1,Obra,1,0
37,44,PAVIMENTACION DE LA CALLE HONORIO III TRAMO: AV. OLIMPICA A CALLE CONVENTUALES COL. SAN FRANCISCO DE,Unitario,1,1,Obra,1,0
38,46,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. LOMAS DE HACIENDA TRAMO: LOMAS DE DALIAS -,Unitario,1,1,Obra,1,0
39,51,PAVIMENTACION DE LA CALLE COMERCIANTES TRAMO: ESTAMBUL A FRANCISCO VILLA COL. UYEPAC,Unitario,1,1,Obra,1,0
40,45,"REMODELACIÓN MERCADO SAN JUAN BOSCO (COLOCACION DE PISO EN ANDADORES, MEJORA DE INSTALACIONES Y ÁREA",Unitario,1,1,Obra,1,0
41,58,PAVIMENTACION DE LA CALLE ARTURO LOZANO MADRAZO TRAMO: ANGEL VAZQUEZ NEGRETE - RODRIGO MORENO ZERMEÑ,Unitario,1,1,Obra,1,0
42,59,PROYECTO EJECUTIVO DE LAS CALLES: 1. ANTIOQUIA TRAMO: HEBREOS - CORINTO COL. SAN PABLO; 2. EPISTOLAS,Unitario,1,1,Obra,1,0
43,60,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. AGRA TRAMO: BANGLADESH - TOPAR CON ARROYO C,Unitario,1,1,Obra,1,0
44,61,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. FLUMINENSES TRAMO: BLVD. TÉLLEZ CRUCES A TU,Unitario,1,1,Obra,1,0
45,68,PAVIMENTACION DE LA CALLE MEMBRILLO TRAMO: SAUCE A CANELO COL. ARBOLEDAS,Unitario,1,1,Obra,1,0
