Id_Obra,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Id_Oficio_Asignacion_Obra
1,9,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: ANDADOR LOGROÑO TRAMO: DE MURCIA A MALAGA COL. SA,Unitario,1,1,Obra,1,0
2,1,SUMINISTRO E INSTALACION DE EQUIPOS DE TELEGESTION EN EQUIPOS AHORRADORES DE ENERGIA EN EL MUNICIPIO,Unitario,1,1,Obra,1,0
3,2,PAVIMENTACION DE LA CALLE CANTERA TRAMO: CERDEÑA A CIMA COL. PARQUE MANZANARES,Unitario,1,1,Obra,1,0
4,3,PAVIMENTACION DE LA CALLE GRANITO TRAMO: CERDEÑA DE MANZANARES A VALLE DE MANZANARES COL. PARQUE MAN,Unitario,1,1,Obra,1,0
5,4,VIALIDADES LATERALES CRUCE A NIVEL Y ADECUACION DE SERVICIOS DE LA INTERSECCION DE LA C.F. 45 CON EL,Unitario,1,1,Obra,1,0
6,5,"CONSTRUCCION DEL QUINTO CENTRO MULTIDICIPLINARIO PARA LA ATENCION INTEGRAL DE LA VIOLENCIA EN LEON,",Unitario,1,1,Obra,1,0
7,6,PROYECTO DEL MUSEO DE LAS IDENTIDADES LEONESAS,Unitario,1,1,Obra,1,0
8,7,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: CERRO DE LOS ANGELES TRAMO: DE CERRO DEL CUBO A C,Unitario,1,1,Obra,1,0
9,8,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: MADRE ROSARIO TRAMO: DE MADRE MARINA A MADRE SIER,Unitario,1,1,Obra,1,0
10,10,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: LOMAS DE LA PLAZA TRAMO: DE LOMAS DE LAS PETUNIAS,Unitario,1,1,Obra,1,0
11,11,REHABILITACION DE INSTALACION ELECTRICA E IMPERMEABILIZACION EN LA ESCUELA HERMENEGILDO GALEANA EN L,Unitario,1,1,Obra,1,0
12,12,PROYECTO EJECUTIVO DE PAVIMENTACION DE LA CALLE: SAN JOSE DEL REFUGIO TRAMO: SAN JOSE DE LA CRUZ A S,Unitario,1,1,Obra,1,0
13,13,TRABAJOS DE PINTURA EN REJAS Y POSTES DE PROTECCION CICLOVIA EN BLVD. JUAN ALONSO DE TORRES TRAMO: B,Unitario,1,1,Obra,1,0
14,14,REHABILITACION DE CICLOVIA EN BLDV. JUAN ALONSO DE TORRES TRAMO: DE BLVD. INSURGENTES A BLVD. JOSE M,Unitario,1,1,Obra,1,0
15,15,PAVIMENTACION DE LA CALLE MIGUEL T. BARRON TRAMO: DE CALLE ENRIQUE ARANDA A CALLE ANTONIO HERNANDEZ,Unitario,1,1,Obra,1,0
16,16,"VIALIDADES LATERALES, CRUCE A NIVEL Y ADECUACION DE SERVICIOS DE LA INTERSECCION DE LA C.F. 45 CON E",Unitario,1,1,Obra,1,0
17,17,REFORZAMIENTO ESTRUCTURAL A BASE DE ESTRUCTURA METALICA EN SOTANO PLAZA CATEDRAL LEON,Unitario,1,1,Obra,1,0
18,18,EDIFICIO PLAZA CATEDRAL ( 842 M2 DE CONSTRUCCION PARCIAL EXISTENTE) LEON,Unitario,1,1,Obra,1,0
19,26,ADECUACION DEL PROYECTO EJECUTIVO DEL CAMINO COMANJA DE CORONA JALISCO A HACIENDA ARRIBA ( SAN JOSE,Unitario,1,1,Obra,1,0
20,19,PAVIMENTACION DE LA CALLE MELOCOTON TRAMO: DE BLVD. CEREZA A CALLE AGUACATE COL. LAS MANDARINAS,Unitario,1,1,Obra,1,0
21,22,DEMOLICION DE LOSAS Y CONSTRUCCION DE NUEVA CUBIERTA EN 2 AULAS ADOSADAS ESC. PRIMARIA JOSE MA. MORE,Unitario,1,1,Obra,1,0
22,23,TRABAJOS COMPLEMENTARIOS PARA PROYECTO EJECUTIVO PUENTE CENTRAL (2) EN BLVD. JOSE MARIA MORELOS INTE,Unitario,1,1,Obra,1,0
23,24,"PROYECTO TRABAJOS COMPLEMENTARIOS PARA PROYECTO GEOMETRICO, ESTUDIOS TOPOGRAFICOS Y FICHAS DE AFECTA",Unitario,1,1,Obra,1,0
24,25,PAVIMENTACION DE LA CALLE LAURO VILLEGAS TRAMO: DE JOSEFINA CAMARENA A CEFERINO ORTIZ COL. LEON II,Unitario,1,1,Obra,1,0
25,27,"CONSTRUCCION DE FIRME, MODULO DE BAÑOS Y COCINA POR REPOSICION DE CONSTRUCCION EXISTENTE DE ACUERDO",Unitario,1,1,Obra,1,0
26,28,CONSTRUCCION DE AGUA POTABLE Y ALCANTARILLADO EN LA COMUNIDAD LA RESERVA,Unitario,1,1,Obra,1,0
27,20,PROYECTO EJECUTIVO RUTA DEL PEATON 27 DE SEPTIEMBRE PLAZA DEL MUSICO TRAMO 1: 27 DE SEPTIEMBRE A LOP,Unitario,1,1,Obra,1,0
28,32,PAVIMENTACION DE LA CALLE MERCURIO TRAMO: DE JUPITER A RIQUEL COL. POPULAR ANAYA,Unitario,1,1,Obra,1,0
29,21,CONSTRUCCION DE BANQUETAS EN LA CALLE PRINCIPAL TRAMO: CALLE OMEGA A TOPAR CON PAVIMENTO EXISTENTE C,Unitario,1,1,Obra,1,0
30,29,"SEMAFORIZACION DE GLORIETA PANORAMA, LEON",Unitario,1,1,Obra,1,0
31,30,INSTALACION DE SEMAFOROS COLONIALES EN LAS INTERSECCIONES QUE CONFORMAN ALVARO OBREGON Y 20 DE ENERO,Unitario,1,1,Obra,1,0
32,31,PAVIMENTACION DE LA CALLE AND. CRUZ DEL SUR TRAMO: DE URUAPAN A TOPAR (ANTARES) COL. POPULAR ANAYA,Unitario,1,1,Obra,1,0
