Id_Obra,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Id_Oficio_Asignacion_Obra
1,1,PAVIMENTACION DE LA CALLE CAMINO ALFARO SEGUNDA ETAPA TRAMO: BLVD. VICENTE VALTIERRA A TOPAR CON PAV,Unitario,1,1,Obra,1,0
2,2,TRABAJOS COMPLEMENTARIOS EN LA CORRECCION DEL TALUD FRENTE AL FRACC. LOMAS DEL REFUGIO BLVD. PROLONG,Unitario,1,1,Obra,1,0
3,3,LEVANTAMIENTO PARA EL PROYECTO DE REMODELACION DEL MERCADO CARRO VERDE EN LA ZONA DE FONDAS LEON,Unitario,1,1,Obra,1,0
4,18,ADECUACION DE BIBLIOTECA DEL CECYTEG PLANTEL LEON,Unitario,1,1,Obra,1,0
5,4,REHABILITACION DE LOS CAMINOS INTERNOS DEL ZOOLÓGICO LEÓN,Unitario,1,1,Obra,1,0
6,6,REHABILITACION DE LOS PAVIMENTOS DEL BLVD. HIDALGO TRAMO: DE BLVD. MARIA MORELOS A SALIDA SAN FELIPE,Unitario,1,1,Obra,1,0
7,7,"CONSTRUCCION DE PAVIMENTO HIDRAULICO, GUARNICION Y BANQUETAS EN DIFERENTES CALLES DE LA CIUDAD LEO",Unitario,1,1,Obra,1,0
8,8,BLVD. DELTA TRAMO DE BLVD. AEROPUERTO A BLVD. TIMOTEO LOZANO (NOVENA ETAPA - B TRAMO DE BLVD. RIO MA,Unitario,1,1,Obra,1,0
9,13,SEMAFORIZACION Y SEÑALAMIENTO HORIZONTAL Y VERTICAL DE LA INTERSECCION A NIVEL DEL BLVD. JOSE MARIA,Unitario,1,1,Obra,1,0
10,15,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: RIO TONALA TRAMO: RIO GUANAJUATO - RIO TECOLUTLA;,Unitario,1,1,Obra,1,0
11,16,PAVIMENTACION DE LA CALLE PURUANDIRO TRAMO: MALECON DEL RIO - CALLE PUREPERO COL. MICHOACAN,Unitario,1,1,Obra,1,0
12,17,CENTRO DE SEGURIDAD MUNICIPAL Y DELEGACIONAL (AULAS A DISTANCIA T STAND DE TIRO VIRTUAL),Unitario,1,1,Obra,1,0
13,5,BLVD. DELTA TRAMO DE BLVD. AEROPUERTO A BLVD. TIMOTEO LOZANO (NOVENA ETAPA - A BLVD. AEROPUERTO A BL,Unitario,1,1,Obra,1,0
14,27,REHABILITACION DEL CAMINO SAN JOSE DE LOS SAPOS A EL PEDREGOSO LEON,Unitario,1,1,Obra,1,0
15,0,PAVIMENTACION DE LA CALLE REPUBLICA DE PARAGUAY TRAMO: JALISCO - PAV. EXISTENTE COL. OBRERA,Unitario,1,1,Obra,1,0
16,11,PAVIMENTACION DE LA CALLE REPUBLICA DE PARAGUAY TRAMO: JALISCO - PAV. EXISTENTE COL. OBRERA,Unitario,1,1,Obra,1,0
17,12,PROYECTO EJECUTIVO DE MODERNIZACION Y REHABILITACION DEL MERCADO CARRO VERDE LEON,Unitario,1,1,Obra,1,0
18,19,INTERVENCION DE FACHADAS DE PORTAL GUERRERO TRAMO: DE CALLE BENITO JUAREZ A PINO SUAREZ CENTRO HISTO,Unitario,1,1,Obra,1,0
19,20,REHABILITACION DE MURO EN ESTACIONAMIENTO FUNDADORES LEON,Unitario,1,1,Obra,1,0
20,21,REHABILITACION DE LOS PAVIMENTOS DE LA AV. NICARAGUA TRAMO: DE BLVD ALGEC IRAS A CALLE YUCATAN LEON,Unitario,1,1,Obra,1,0
21,24,REHABILITACION DE LOS PAVIMENTOS DEL BLVD. CERRO GORDO TRAMO: DE BLVD. CLOUTHIER A BLVD. SANABRIA LE,Unitario,1,1,Obra,1,0
22,25,SUMINISTRO E INSTALACION DE 200 LUMINARIAS CON TECNOLOGIA DE LED DE 120 W EN LA ZONA NORTE DE LA CIU,Unitario,1,1,Obra,1,0
23,28,TRABAJOS COMPLEMENTARIOS EN EL MERCADO REVOLUCION LEON,Unitario,1,1,Obra,1,0
24,30,REVESTIMIENTO DEL CAMINO EN LA COMUNIDAD DEL TERRENO LEON,Unitario,1,1,Obra,1,0
25,32,DICTAMEN ESTRUCTURAL DEL EDIFICIO HOSPITAL REGIONAL DE LEON,Unitario,1,1,Obra,1,0
26,22,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE TANCITARO TRAMO: DE CALLE ZEUS A CALLE ZAMORA LEON,Unitario,1,1,Obra,1,0
27,34,CONSTRUCCION DEL CENTRO MULTIDISCIPLINARIO PARA LA ATENCION INTEGRAL DE LA VIOLENCIA 1ER ETAPA,Unitario,1,1,Obra,1,0
28,40,MANTENIMIENTO Y REPARACIONES EN EL EDIFICIO DE LA DIRECCION DE OBRA PUBLICA. LEON,Unitario,1,1,Obra,1,0
29,14,PAVIMENTACION DE LA CALLE 2DA. PRIVADA BUENOS AIRES TRAMO: BUENOS AIRES A TOPAR COL. SAN NICOLAS,Unitario,1,1,Obra,1,0
30,23,REHABILITACION DE LOS PAVIMENTOS DE LOS CUERPOS LATERALES DEL BLVD. MARIANO ESCOBEDO TRAMO: DE AV. J,Unitario,1,1,Obra,1,0
31,43,TRABAJOS DE PINTURA EN ESCUELA PRIMARIA HERMANOS ALDAMA ENTRE CALLE IRAPUATO Y EL BLVD. SAN JUAN BOS,Unitario,1,1,Obra,1,0
32,29,CONSTRUCCION DE BAÑOS Y BARDA PERIMETRAL EN EL JARDIN DE NIÑOS JOSE JOAQUIN FERNANDEZ DE LIZARDI EN,Unitario,1,1,Obra,1,0
33,31,REHABILITACION DE FACHADAS EN EL PORTAL GUERRERO TRAMO: LADO NORTE DEL PORTAL PADILLA ZONA CENTRO,Unitario,1,1,Obra,1,0
34,33,LEVANTAMIENTO TOPOGRAFICO DE PREDIO PARQUE METROPOLITANO ORIENTE ALBARRADONES LEON,Unitario,1,1,Obra,1,0
35,36,PROYECTO EJECUTIVO DE LAS CALLES: PLAZA DEL PEÑON TRAMO: CERDEÑA - CUMBRES COL. PARQUE MANZANARES; C,Unitario,1,1,Obra,1,0
36,37,CALAFATEO DE JUNTAS Y GRIETAS DE LA CALLE MANUEL DE AUSTRI. LEON,Unitario,1,1,Obra,1,0
37,38,CALAFATEO DE JUNTAS Y GRIETAS EN LA COLONIA LOMAS DE JEREZ. LEON,Unitario,1,1,Obra,1,0
38,42,INSTALACION DE CUATRO REDUCTORES DE VELOCIDAD (TOPES DE PLASTICO) EN DIFERENTES UBICACIONES DE LAS C,Unitario,1,1,Obra,1,0
39,35,PROYECTO EJECUTIVO DE LAS CALLES: MADRE LORETO TRAMO: BALDIO - BALDIO; MADRE ISABEL TRAMO: MADRE MAR,Unitario,1,1,Obra,1,0
40,41,PROYECTO TIPO DE SALON COMUNITARIO Y ADECUACION DE PROYECTO TIPO SALON COMUNITARIO EN TERRENOS DE LA,Unitario,1,1,Obra,1,0
41,44,TRABAJOS COMPLEMENTARIOS EN LA OBRA PAVIMENTACION DE LA CALLE AGRICULTOR TRAMO: DE CALLE CERRO DEL C,Unitario,1,1,Obra,1,0
42,9,PAVIMENTACION CUERPOS LATERALES BLVD. JOSE MARIA MORELOS INTERSECCION BLVD. IBARRILLA DE CAD. 0+000,Unitario,1,1,Obra,1,0
43,71,"OBRA ESCULTORICA DENOMINADA ""MURAL DE LOS MARTIRES DEL 02 DE ENERO"" LEON",Unitario,1,1,Obra,1,0
44,46,TRABAJOS COMPLEMENTARIOS EN PARQUE AGUA AZUL Y PARQUE MARICHES. LEON,Unitario,1,1,Obra,1,0
45,39,RESTAURACION DE LOS MONUMENTOS: MONUMENTO A LA FUNDACION; MONUMENTO A VALLE DE SEÑORA Y MONUMENTO A,Unitario,1,1,Obra,1,0
46,45,PROYECTO EJECUTIVO DE LA ESTACION DE BOMBEROS NO. 8 EN CALLE CAOS Y BLVD. CLOTO EN LA COL. ERMITA,Unitario,1,1,Obra,1,0
47,65,"MANTENIMIENTO ZONAS REFORESTADAS ARBOLIMETRO. LEON, GTO.",Unitario,1,1,Obra,1,0
48,69,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS IX LEON, GTO.",Unitario,1,1,Obra,1,0
49,54,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS VII, XIII Y MANTENIMIENTO INT. D",Unitario,1,1,Obra,1,0
50,58,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XII Y MANTENIMIENTO EN MALECON D,Unitario,1,1,Obra,1,0
51,59,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS XIV Y MANTENIMIENTO DEL BLVD. AE,Unitario,1,1,Obra,1,0
52,62,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES EN COMUDE LEON, GTO.",Unitario,1,1,Obra,1,0
53,63,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE FUENTES EN VARIAS PARTES DE LA CIUDAD,Unitario,1,1,Obra,1,0
54,48,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS I Y II LEON, GTO.",Unitario,1,1,Obra,1,0
55,56,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA X LEON, GTO.",Unitario,1,1,Obra,1,0
56,64,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES DE PLAZAS RURALES.,Unitario,1,1,Obra,1,0
57,61,"MANTENIMIENTO PREVENTIVO DE ARBOLES ZONA CENTRO, LEON",Unitario,1,1,Obra,1,0
58,49,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA III LEON, GTO.",Unitario,1,1,Obra,1,0
59,68,"MANTENIMIENTO PREVENTIVO DE ARBOLES ZONA NORTE, LEON.",Unitario,1,1,Obra,1,0
60,73,CONSTRUCCION DE CICLOVIA EN BLVD. JUAN ALONSO DE TORRES Y AV. UNIVERSIDAD TRAMO: DE BLVD. SANABRIA A,Unitario,1,1,Obra,1,0
61,75,EJE METROPOLITANO LEON - SILAO (TRAMO BLVD. JOSE MARIA MORELOS - BLVD. DELTA) PAVIMENTACION CUERPOS,Unitario,1,1,Obra,1,0
62,72,REHABILITACION DE BASE PARA PAVIMENTO ASFALTICO EN ACCESO PRINCIPAL TRAMO: RIO DE LOS GOMEZ ESQ. CAL,Unitario,1,1,Obra,1,0
63,81,"LIMPIEZA, DESAZOLVE Y REPARACION DE ELEMENTOS ESTRUCTURALES DE CONCRETO Y METALICOS EN LOS ARROYOS:",Unitario,1,1,Obra,1,0
64,84,REHABILITACION DE LOS PAVIMENTOS DEL BLVD. VASCO DE QUIROGA TRAMO: DE LOS PIRULES A BRAVOS DE ATLANT,Unitario,1,1,Obra,1,0
65,87,PAVIMENTACION DE LA CALLE 2DO. ANDADOR HUIMILPAN TRAMO: CALLE HUIMILPAN A MAYAGUEZ COL. EL PALOTE,Unitario,1,1,Obra,1,0
66,89,MOBILIARIO URBANO PARA LA REACTIVACION DEL CORREDOR LOPEZ MATEOS TRAMO: HERMANOS ALDAMA A AV. MIGUEL,Unitario,1,1,Obra,1,0
67,52,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA IV Y MANTENIMIENTO PREVENTIVO DE AR,Unitario,1,1,Obra,1,0
68,91,DEMOLICION DE CIMENTACION MERCADO COMONFORT. LEON,Unitario,1,1,Obra,1,0
69,53,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA VI. LEON, GTO.",Unitario,1,1,Obra,1,0
70,57,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS XI LEON, GTO.",Unitario,1,1,Obra,1,0
71,67,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XV LEON, GTO.",Unitario,1,1,Obra,1,0
72,66,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES MEJORA DE PLAZAS EN ZONA URBANA PAQ. 2 LEON, GTO.",Unitario,1,1,Obra,1,0
73,47,PAVIMENTACION CALLE CEDRO TRAMO:  CANELO - GUTY CARDENAS COL. ARBOLEDAS DE INFONAVIT,Unitario,1,1,Obra,1,0
74,26,PAVIMENTACION DE LA CALLE LAUREL Y DE LA CALLE MANZANILLA TRAMO: DE LA MORA A MANZANILLA Y DE PAV. E,Unitario,1,1,Obra,1,0
75,74,PAVIMENTACION CALLE METIS TRAMO: EROS A BLVD. CLOTO COL. ERMITA,Unitario,1,1,Obra,1,0
76,50,PROYECTO EJECUTIVO DE PUENTE CENTRAL (2) Y CUERPOS LATERALES (2) EN EL BLVD. JOSE MARIA MORELOS ENTR,Unitario,1,1,Obra,1,0
77,51,PROYECTO EJECUTIVO DE MALECON DEL RIO TRAMO: DE BLVD. MARIANO ESCOBEDO A BLVD. HERMANOS ALDAMA LEON,Unitario,1,1,Obra,1,0
78,60,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES OFICINAS MUNICIPALES LEON, GTO.",Unitario,1,1,Obra,1,0
79,76,PROYECTO EJECUTIVO DE BLVD. MIGUEL DE CERVANTES SAAVEDRA TRAMO: DE BLVD. HERMANOS ALDAMA A BLVD. TOR,Unitario,1,1,Obra,1,0
80,77,PROYECTO EJECUTIVO DE REHABILITACION DEL CENTRO GERONTOLOGICO EN SAN JUAN DE DIOS LEON,Unitario,1,1,Obra,1,0
81,79,LIMPIEZA Y DESAZOLVE Y REPARACION DE ELEMENTOS ESTRUCTURALES DE CONCRETO Y METALICOS EN LOS ARROYOS,Unitario,1,1,Obra,1,0
82,80,TRABAJOS DE REFORZAMIENTO DE BORDOS EN RIO TURBIO PUERTA DE SAN GERMAN; TRABAJOS DE REFORZAMIENTO DE,Unitario,1,1,Obra,1,0
83,82,CALAFATEO DE JUNTAS Y GRIETAS EN LA AV. MIGUEL DE CERVANTES SAAVEDRA. LEON,Unitario,1,1,Obra,1,0
84,83,REHABILITACION DE LOS PAVIMENTOS DEL BLVD. VICENTE VALTIERRA TRAMO: DE BLVD. FRANCISCO VILLA A BLVD.,Unitario,1,1,Obra,1,0
85,85,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE RIO MAYO TRAMO: DE BLVD. PASEO DE JEREZ A BLVD. OMEGA L,Unitario,1,1,Obra,1,0
86,88,MEJORAMIENTO DE LOS CRUCES DE LA CICLOVIA EN LA GLORIETA DEL BLVD. JUAN ALONSO DE TORRES CON EL BLVD,Unitario,1,1,Obra,1,0
87,90,LA SUPERVISION DE OBRA EN FINCAS DE LA ZONA CENTRO,Unitario,1,1,Obra,1,0
88,92,PAVIMENTACION DE LA CALLE CALAFIA TRAMO: DE LA BAYA A SARMIENTO COL. SAN JOSE EL ALTO,Unitario,1,1,Obra,1,0
89,96,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE ESTAMBUL TRAMO: DE BLVD. SATURNO A BLVD. VICENTE VALTIE,Unitario,1,1,Obra,1,0
90,97,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE MADRE TIERRA TRAMO: DE RIO MAYO A BLVD. TIMOTEO LOZANO,Unitario,1,1,Obra,1,0
91,105,"CONSTRUCCION DE VADO EN LA COMUNIDAD DE GUANAJUATITO, CONSTRUCCION DE VADO EN LA COMUNIDAD DE EL CAP",Unitario,1,1,Obra,1,0
92,106,PAVIMENTACION DE LA CALLE JIQUILPAN TRAMO: DE LA CALLE ZITACUARO A PAV. EXISTENTE COL. SAN AGUSTIN,Unitario,1,1,Obra,1,0
93,101,RETIRO DE ESCULTURA AL CURTIDOR GLORIETA BLVD. TORRES LANDA Y BLVD. HERMANOS ALDAMA LEON,Unitario,1,1,Obra,1,0
94,99,CALAFATEO DE JUNTAS Y GRIETAS DEL BLVD. A. LOPEZ MATEOS TRAMO: DE BLVD. FRANCISCO VILLA A CALLE MERI,Unitario,1,1,Obra,1,0
95,95,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE CERRO DEL GIGANTE TRAMO: DE BLVD. OMEGA A DELTA; REHABI,Unitario,1,1,Obra,1,0
96,70,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS: V, XVI Y XVII LEON, GTO.",Unitario,1,1,Obra,1,0
97,107,REACTIVACION DEL CORREDOR LOPEZ MATEOS 2DA. ETAPA TRAMO: HIDALGO - AV. MIGUEL ALEMAN ZONA CENTRO,Unitario,1,1,Obra,1,0
98,109,PAVIMENTACION DE LA CALLE ROMUALDO MARMOLEJO TRAMO: DE STO. TOMAS DE AQUINO A RAFAEL CORRALES AYALA,Unitario,1,1,Obra,1,0
99,103,PAVIMENTACION CALLE METIS TRAMO: BLVD. CLOTO A PAVIMENTO EXISTENTE COL. LA ERMITA,Unitario,1,1,Obra,1,0
100,102,PAVIMENTACION DE LA CALLE MARTIN MUÑOZ TRAMO: DE BLVD. MARIANO ESCOBEDO A JOSEFINA CAMARENA COL. LEO,Unitario,1,1,Obra,1,0
101,104,PROYECTO EJECUTIVO DE LAS CALLES: AGUA NUEVA TODO EL TRAMO COL. VALLE DE SAN BERNARDO; PARQUE VIA TR,Unitario,1,1,Obra,1,0
102,111,PAVIMENTACION DE LA CALLE CLORO TRAMO: DE POTASIO - AND. MARIA CURIE COL. VALLE DE SEÑORA,Unitario,1,1,Obra,1,0
103,114,PAVIMENTACION DE LA CALLE COBRE TRAMO: BLVD. HERMENEGILDO BUSTOS A BLVD. HIDALGO COL. VILLAS DE ECHE,Unitario,1,1,Obra,1,0
104,78,LIMPIEZA Y DESAZOLVE DE LOS CANALES DE LA COMUNIDAD Y EL EJIDO PUERTA DE SAN GERMAN Y LIMPIEZA Y DES,Unitario,1,1,Obra,1,0
105,118,REHABILITACION DE LOS PAVIMENTOS DEL CUERPO SUR DEL BLVD. AEROPUERTO INTERSECCION CON AV. ATOTONILCO,Unitario,1,1,Obra,1,0
106,142,RUTA DEL PEATON CENTRO HISTORICO BARRIO - ARRIBA - CALVARIO (CALLE CONSTANCIA DE CALLE ALFARO A AQ,Unitario,1,1,Obra,1,0
107,126,PROYECTO EJECUTIVO DE LAS CALLES: GRANITO TRAMO: DEL VALLE - DERDEÑA; CALLE TIERRA TRAMO: CANTIL - C,Unitario,1,1,Obra,1,0
108,110,"LIMPIEZA, DESAZOLVE Y REPARACION DE ELEMENTOS ESTRUCTURALES EN LOS ARROYOS: EL POTRERO, EL GRANIZO,",Unitario,1,1,Obra,1,0
109,120,PAVIMENTACION DE LA CALLE MESAS DE LA VIRGEN TRAMO: DE PEÑON DE GIBRALTAR - CERRITO DE JEREZ COL. CE,Unitario,1,1,Obra,1,0
110,125,PROYECTO EJECUTIVO DE LAS CALLES: JOSE RAMON DE HOYOS TRAMO: DE PAULINO DURAN - FRANCISCO DE UREÑA;,Unitario,1,1,Obra,1,0
111,124,ELABORACIO DE BASE DE DATOS SISCOM 2011 - LEON,Unitario,1,1,Obra,1,0
112,143,CICLOVIA EN EL BLVD. IBARRILLA TRAMO: DE BLVD. JOSE MARIA MORELOS A ZOOLOGICO LEON,Unitario,1,1,Obra,1,0
113,135,GASA VUELTA DERECHA DEL BLVD. CLOUTHIER A BLVD. JOSE MARIA MORELOS. LEON,Unitario,1,1,Obra,1,0
114,122,PAVIMENTACION DE LA CALLE DE LA HACIENDA TRAMO: DE TIMOTEO LOZANO - DEL PARQUE COL. VILLAS DE LEON,Unitario,1,1,Obra,1,0
115,133,MEJORAMIENTO DE LOS CRUCES DE LA CICLOVIA EN LA GLORIETA DEL BLVD. JUAN ALONSO DE TORRES CON BLVD. M,Unitario,1,1,Obra,1,0
116,129,PROYECTO EJECUTIVO DE LAS CALLES: MANUEL M. PACHECO TRAMO DE ARTURO LOZANO - PAULINO DURAN; CALLE FR,Unitario,1,1,Obra,1,0
117,128,PROYECTO EJECUTIVO DE LAS CALLES: JEREZ DE NAVIA TRAMO: BLVD. DELTA - TINTO; CALLE JEREZ DE SANALONA,Unitario,1,1,Obra,1,0
118,127,PROYECTO EJECUTIVO DE LAS CALLES: JUNCO TRAMO: RIO DE LOS CASTILLOS - PASEO DE LA PRESA; CALLE BRICH,Unitario,1,1,Obra,1,0
119,134,REHABILITACION DE LOS PAVIMENTOS EN EL BLVD. TORRES LANDA TRAMO: DE CALLE MANUEL GONZALEZ A MAXIPIST,Unitario,1,1,Obra,1,0
120,121,PAVIMENTACION DE LA CALLE FEDRA TRAMO: DE BLVD. TELLEZ CRUCES - SALOMON COL. ARBOLEDAS DE SEÑORA,Unitario,1,1,Obra,1,0
121,138,PROYECTO EJECUTIVO DE LAS CALLES: PEDRO MIER TRAMO: BLVD. MARIANO ESCOBEDO - JOSEFINA CAMARENA; CALL,Unitario,1,1,Obra,1,0
122,123,PAVIMENTACION DE LA CALLE JUAN MORALES TRAMO: DE FRANCISCO Z. MENA - JOSE PEREZ MARAÑO COL. SAN JOSE,Unitario,1,1,Obra,1,0
123,139,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: NEVADO DE COLIMA TRAMO: CHINCHONAL - HILARIO MEDI,Unitario,1,1,Obra,1,0
124,116,PROYECTO EJECUTIVO DE LA CALLE: HORIZONTE TRAMO: DE CONSTELACION BOREAL - TOPAR COL. MIRADOR CAMPEST,Unitario,1,1,Obra,1,0
125,117,RESTAURACION DEL EDIFICIO MONCADA ESQUINA 5 DE MAYO Y PORTAL ALDAMA CENTRO HISTORICO,Unitario,1,1,Obra,1,0
126,146,PAVIMENTACION DE LA CALLE DIENTE DE LEON TRAMO: DE BLVD. PASEO DE JEREZ - DALIAS COL. FRACCIONAMIENT,Unitario,1,1,Obra,1,0
127,144,RUTA DEL PEATON CENTRO HISTORICO BARRIO - ARRIBA - CALVARIO (CALLE 27 DE SEPTIEMBRE TRAMO: LOPEZ M,Unitario,1,1,Obra,1,0
128,149,PAVIMENTACION DE LA CALLE VALPARAISO TRAMO: DE CALLE SANTIAGO A AV. PORTO ALEGRE COL. LA CARMONA,Unitario,1,1,Obra,1,0
129,145,TRABAJOS COMPLEMENTARIOS EN PARQUE CAMPESTRE DE JEREZ. LEON,Unitario,1,1,Obra,1,0
130,148,PAVIMENTACION DE LA CALLE IGANACIO SALAS TRAMIO: DE SAN FRANCISCO DE ASIS A JUAN MORALES COL. SAN JO,Unitario,1,1,Obra,1,0
131,157,TRABAJOS DE ELECTRIFICACION Y RED DE ALUMBRADO PUBLICO PARA LA PLAZA DEL MUSICO (ANTES JARDIN MORELO,Unitario,1,1,Obra,1,0
132,150,REHABILITACION DE LOS PAVIMENTOS DE LA CIUDAD INFANTIL EN EL PARQUE METROPOLITANO,Unitario,1,1,Obra,1,0
133,156,"ESTUDIOS DE MECANICAS EN : ESC. PRIM. DR. PABLO GOMEZ DEL RIO, EN LA COL. URBIVILLA EN CALLE CAMPEST",Unitario,1,1,Obra,1,0
134,86,REHABILITACION DE LOS PAVIMENTOS DEL ACCESO A COMANDANCIA ORIENTE (CALLE HACIENDA DE SAN FRANCISCO L,Unitario,1,1,Obra,1,0
135,55,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LAS ZONAS URBANAS VIII LEON, GTO.",Unitario,1,1,Obra,1,0
136,98,REHABILITACION DE LOS PAVIMENTOS EN LA COLONIA SAN JUAN BOSCO. LEON,Unitario,1,1,Obra,1,0
137,93,REHABILITACION DE LOS PAVIMENTOS DEL BLVD. FRANCISCO VILLA TRAMO: DE BLVD. VICENTE VALTIERRA A REAL,Unitario,1,1,Obra,1,0
138,94,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE DE LOS PIRULES TRAMO: DE BLVD. HILARIO MEDINA A BLVD. V,Unitario,1,1,Obra,1,0
139,100,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE CONSTELACIONES (PROVINCIA DE SAN JUAN) TRAMO: DE OLIMPI,Unitario,1,1,Obra,1,0
140,108,PUENTE SOBRE ARROYO EL GRANIZO Y AV. TRANSPORTISTAS COL. EL PALOTE,Unitario,1,1,Obra,1,0
141,112,PAVIMENTACION CALLE JOSE DE JESUS LIRA TRAMO: BLVD. MARIANO ESCOBEDO A CEFERINO ORTIZ COL.LEON II,Unitario,1,1,Obra,1,0
142,160,MEJORAMIENTO DE LOS CRUCES DE LA CICLOVIA EN EL INTERSECION DEL BLVD. JUAN ALONSO DE TORRES CON RETO,Unitario,1,1,Obra,1,0
143,152,PAVIMENTACION DE LA CALLE CERRO DEL DIVISADERO TRAMO: DE JEREZ DE CARTAGENAA VOLCAN DE JORULLO COL.,Unitario,1,1,Obra,1,0
144,153,PAVIMENTACION DE LA CALLE CERRO DE PATAMBAM TRAMO: DE VOLCAN DE JORULLO A CERRO DE LA BUFA COL. CERR,Unitario,1,1,Obra,1,0
145,151,PAVIMENTACION DE LA CALLE CERRO DEL DIVISADERO TRAMO: DE PEÑON DE GIBRALTAR-CERRITO DE JEREZ COL. CE,Unitario,1,1,Obra,1,0
146,140,PROYECTO EJECUTIV DE PAVIMENTACION DE LAS CALLES: SAN JOSE DEL AMAZONAS TRAMO: SAN JOSE DE OCA-SAN J,Unitario,1,1,Obra,1,0
147,132,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: AV. CENTRAL TRAMO: ARKANSAS-BLVD. JUAN JOSE TORRE,Unitario,1,1,Obra,1,0
148,131,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: JOAQUIN SOTO TRAMO: ENRIQUE ARANDA GUEDEA-PAULINO,Unitario,1,1,Obra,1,0
149,137,"PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: NUEVA DELHI TRAMO: CANAL DE SARDANETA-ALMENA COL,",Unitario,1,1,Obra,1,0
150,130,PROYECTO EJECUTIVO DE PAVIMENTACION DE CALLES: VALLE DE SANTA ELENA TRAMO: AV. ASIS-VALLE DE LA LUZ;,Unitario,1,1,Obra,1,0
