Id_Obra,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Id_Oficio_Asignacion_Obra
1,21,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 15 LEON, GTO.",Unitario,1,1,Obra,1,0
2,6,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES ZONAS URBANAS 7 Y 13 Y MANTENIMIENTO PREVENTIVO Y CORRE,Unitario,1,1,Obra,1,0
3,18,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA AREAS VERDES DE MINIDEPORTIVAS COMUDE PAQ 1,Unitario,1,1,Obra,1,0
4,16,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 9  Y MEJORA DE PLAZAS EN LA ZONA,Unitario,1,1,Obra,1,0
5,10,"MANTENIMIENTO INTEGRAL  DE PARQUES Y JARDINES PARA LA ZONA URBANA 11 LEON, GTO.",Unitario,1,1,Obra,1,0
6,7,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 12 Y MALECON DEL RIO,Unitario,1,1,Obra,1,0
7,22,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: PRESA EL VALLADO TRAMO: PRESA LA SELVA - CANAL DE,Unitario,1,1,Obra,1,0
8,1,"VIALIDADES LATERALES, CRUCE A NIVEL Y ADECUACIÓN DE SERVICIOS DE LA INTERSECCIÓN DE LA C.F. 45 CON E",Unitario,1,1,Obra,1,0
9,2,"VILAIDADES LATERALES, CRUCE A NIVEL Y ADECUACION DE SERVICIOS DE LA INTERSECCION DE LA C.F. 45 CON E",Unitario,1,1,Obra,1,0
10,11,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, RETIRO DE EXCEDENTES, NIVELACION  MEJORA DE SUELOS",Unitario,1,1,Obra,1,0
11,3,PROYECTO CALLE APODACA TRAMO ARTICULO DE FE A VILLALDANA COL. NUEVO LEON,Unitario,1,1,Obra,1,0
