Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe
2,2,1,PRELIMINARES REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,56808.68
3,2,2,RELLENOS Y ACARREOS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,265128.65
4,2,3,SUMINISTROS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,119475.52
5,2,4,MANO DE OBRA REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,71876.28
6,2,5,LIMPIEZA REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,949.74
7,2,6,PRELIMINARES REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,28209.92
8,2,7,RELLENOS Y ACARREOS REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,158995.52
9,2,8,SUMINISTROS REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,52765.68
10,2,9,MANO DE OBRA REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,35354.88
11,2,10,LIMPIEZA REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,1058.75
12,2,11,PRELIMINARES ARROYO Y GUARNICIONES.,90644.34
13,2,12,ACARREOS EN CAMION ARROYO Y GUARNICIONES.,291756.24
14,2,13,BASES Y SUB-BASES ARROYO Y GUARNICIONES.,411180.65
15,2,14,PAVIMENTOS ASFALTICOS ARROYO Y GUARNICIONES.,74727.07
16,2,15,PAVIMENTOS DE CONCRETO ARROYO Y GUARNICIONES.,322978.66
17,2,16,DRENAJE SANITARIO Y AGUA POTABLE ARROYO Y GUARNICIONES.,38191.68
18,2,17,SEÑALAMIENTO DE OBRA ARROYO Y GUARNICIONES.,29061.04
19,2,18,PRELIMINARES BANQUETAS.,56097.17
20,2,19,ACARREO EN CAMION BANQUETAS.,28094.81
21,2,20,BASES BANQUETAS.,34754.31
22,2,21,PAVIMENTOS BANQUETAS.,160948.61
23,2,22,LIMPIEZA DE OBRA,2572.36
24,2,23,FUERA DE CATALOGO,0
25,3,1,PRELIMINARES REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,1264.51
26,3,2,PRELIMINARES REPOSICION Y/O REHABILITACION DE LINEA DE AGUA POTABLE.,21269.06
27,3,3,ACARREOS EN CAMION REPOSICION Y/O REHABILITACION DE LINEA DE AGUA POTABLE.,20191.17
28,3,4,RELLENOS REPOSICION Y/O REHABILITACION DE LINEA DE AGUA POTABLE.,62907.08
29,3,5,SUMINISTROS E INSTALACIONES REPOSICION Y/O REHABILITACION DE LINEA DE AGUA POTABLE.,94589.09
30,3,6,CAJAS DE VALVULAS REPOSICION Y/O REHABILITACION DE LINEA DE AGUA POTABLE.,18823.74
31,3,7,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,18918.29
32,3,8,ACARREOS EN CAMION REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,28931.32
33,3,9,RELLENOS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,137569.21
34,3,10,SUMINISTROS E INSTALACIONES REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,119952.02
35,3,11,LIMPIEZAS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,1921.25
36,3,12,PRELIMINARES Y TRABAJOS COMPLEMENTARIAS REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,13581.56
37,3,13,ACARREOS EN CAMION REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,21747.18
38,3,14,RELLENOS REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,65764.21
39,3,15,SUMINISTROS E INSTALACIONES REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,70001.2
40,3,16,LIMPIEZAS REPOSICION Y/O REHABILITACION DE LINEA DE DESCARGAS DOMICILIARIAS.,1344
41,3,17,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS ARROYO Y GUARNICIONES.,127846.08
42,3,18,ACARREOS EN CAMION ARROYO Y GUARNICIONES.,118453.51
43,3,19,BASES Y SUB-BASES ARROYO Y GUARNICIONES.,156894.28
44,3,20,PAVIMENTOS HIDRAULICOS ARROYO Y GUARNICIONES.,289038.94
45,3,21,PAVIMENTOS ASFALTICOS ARROYO Y GUARNICIONES.,40105.39
46,3,22,LIMPIEZAS ARROYO Y GUARNICIONES.,7307.33
47,3,23,PRELIMINARES Y OBRAS COMPLEMENTARIAS BANQUETAS.,10496.93
48,3,24,ACARREOS EN CAMION BANQUETAS.,8581.28
49,3,25,BASES Y SUB BASES BANQUETAS.,3680.37
50,3,26,PAVIMENTOS BANQUETAS.,98779.59
51,3,27,ESCALONES BANQUETAS.,2219.8
52,3,28,LIMPIEZAS BANQUETAS.,2396.52
53,3,29,SEÑALAMIENTO DE PROTECCION DE OBRA.,25541.89
54,3,30,FUERA DE CATALOGO,0
55,4,1,PREILIMINARES Y TRABAJOS COMPLEMENTARIOS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,15656.89
56,4,2,ACARREO EN CAMION REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,28639.98
57,4,3,RELLENOS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,101352.12
58,5,1,PRELIMINARES-PAVIMENTO,283810.69
59,5,2,VEGETACION-PAVIMENTO,153571.09
60,5,3,EXCAVACIONES-PAVIMENTO,160655.55
61,5,4,ACARREOS EN CAMION-PAVIMENTO,832735.64
62,5,5,TERRACERIAS-PAVIMENTO,1530694.26
63,5,6,BASES Y SUB BASES-PAVIMENTO,1414475.91
64,5,7,PAVIMENTOS Y REPOSICION DE PAVIMENTOS-PAVIMENTO,10437470.38
65,5,8,TRABAJOS COMPLEMENTARIOS-PAVIMENTO,15511.36
66,5,9,LIMPIEZA-PAVIMENTO,52701.88
67,5,10,PRELIMINARES-BANQUETAS-IMAGEN URBANA,69980.47
68,5,11,EXCAVACIONES-BANQUETAS-IMAGEN URBANA,14507.91
69,5,12,ACARREOS EN CAMION-BANQUETAS-IMAGEN URBANA,10507.43
70,5,13,TERRACERIAS-BANQUETAS-IMAGEN URBANA,53505
71,5,14,BASES Y SUB BASES-BANQUETAS-IMAGEN URBANA,42001.43
72,5,15,PAVIMENTOS-BANQUETAS-IMAGEN URBANA,2377115.71
73,5,16,LIMPIEZA EN BANQUETAS-BANQUETAS-IMAGEN URBANA,1133133.59
74,5,17,VEGETACION-BANQUETAS-IMAGEN URBANA,153248.75
75,5,18,PRELIMINARES-PUENTE EL MUERTO NORTE,813.29
76,5,19,DEMOLICION-PUENTE EL MUERTO NORTE,6707.07
77,5,20,CARGAS Y ACARREOS-PUENTE EL MUERTO NORTE,132233.46
78,5,21,RELLENOS-PUENTE EL MUERTO NORTE,788237.39
79,5,22,ESTRUCTURA-PUENTE EL MUERTO NORTE,392061.63
80,5,23,PINTURA-PUENTE EL MUERTO NORTE,1134.18
81,5,24,SEÑAL DE PROTECCION DE OBRA-PUENTE EL MUERTO NORTE,6932.84
82,5,25,LIMPIEZA DE OBRA-PUENTE EL MUERTO NORTE,10628.12
83,5,26,PRELIMINARES-PUENTE EL MUERTO SUR,725.82
84,5,27,DEMOLICIONES-PUENTE EL MUERTO SUR,109604.18
85,5,28,RELLENOS-PUENTE EL MUERTO SUR,482335.16
86,5,29,ESTRUCTURAS-PUENTE EL MUERTO SUR,393292
87,5,30,PINTURA-PUENTE EL MUERTO SUR,1134.18
88,5,31,SEÑAL DE PROTECCION DE OBRA-PUENTE EL MUERTO SUR,6828.67
89,5,32,LIMPIEZA DE OBRA-PUENTE EL MUERTO NORTE,9485.1
90,5,33,PRELIMINARES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,46950.42
91,5,34,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,82110.64
92,5,35,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,201393.51
93,5,36,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,269042.99
94,5,37,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,3412208.51
95,5,38,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,101155.56
96,5,39,TOMAS DOMICILIARIAS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,11706.2
97,5,40,CAJA DE OPERACION DE VALVULAS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,154673.33
98,5,41,OBRAS COMPLEMENTARIAS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,140379.98
99,5,42,PRELIMINARES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,3589.4
100,5,43,EXCAVACIONES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS LATERALES SUR,34587.88
101,5,44,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,114465.77
102,5,45,RELLENOS-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,174192.69
103,5,46,MATERIALES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,124331.95
104,5,47,INSTALACIONES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,35481.98
105,5,48,EXCAVACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,74187.41
106,5,49,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,230400.43
107,5,50,RELLENOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,347856.32
108,5,51,MATERIALES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,640895.64
109,5,52,INSTALACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,48710.48
