Id_Obra,Año,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Beneficiarios,Id_Convenio,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Observaciones,Enviar_Para,Id_Oficio_Asignacion_Obra
0000000001,2010,0033,DESMANTELAMIENTO DE CRISTALERIA Y HERRERIA EDIFICIO MONTES DE OCA CALLE PEDRO MORENO ZONA CENTRO,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,CAPTURADO 26/03/2010  ALX,CONTRATADO,0
0000000002,2010,0035,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA SUR PONIENTE DE LA CIUDAD LEON,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,CAPTURADO 05/04/2010  ALX,CONTRATADO,0
0000000003,2010,0036,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA NOR PONIENTE DE LA CIUDAD LEON,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,capturado 07/04/2010  ALX,CONTRATADO,0
0000000004,2010,0026,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES : ANDRES QUINTANA ROO TRAMO; PLUTARCO ELIAS CALLES,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,CAPTURADO 07/04/2010  ALX,CONTRATADO,0
0000000005,2010,0038,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA SUR ORIENTE DE LA CIUDAD,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,CAPTURA 12/04/2010 SHANTAL,CONTRATADO,0
0000000006,2010,0008,PROYECTO EJECUTIVO DE LAS CALLES: DEL CAPOTE TRAMO: DEL TORERO-AV- CENTRAL COL. PLAZA DE TOROS II,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,08/04/2010 SHANTAL,CONTRATADO,0
0000000007,2010,0009,PROYECTO EJECUTIVO DE LAS CALLES: JEREZ DE LULE TRAMO: BLVD. DELTA DE JEREZ - JEREZ DE ANTAÑO COL. V,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,09/04/2010 SHANTAL,CONTRATADO,0
0000000008,2010,0032,PAVIMENTACION DE LA CALLE CIRCUITO ANTONIO VELAZQUEZ TRAMO: DEL TORERO - PAVIMENTO COL. PLAZA DE TOR,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,12/04/2010 SHANTAL,CONTRATADO,0
0000000009,2010,0030,PUENTE VERTIZ  BICENTENARIO Y PUENTE LA LUZ BICENTENARIO ( PRIMERA ETAPA PAVIMENTACION DE LA INTERSE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,12/04/2010 SHANTAL,CONTRATADO,0
0000000010,2010,0023,PROYECTO EJECUTIVO DE LAS CALLES: CALLE 26 DE AGOSTO TRAMO: LUCIO CABAÑAS - MISAEL NUÑEZ COL. MORELO,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000011,2010,0012,PROYECTO EJECUTIVO DE LAS CALLES: ALMENDRO TRAMO: ALAMO - AVELLANO COL. ARBOLEDAS DE INFONAVIT; AVEL,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,13/04/2010 SHANTAL,CONTRATADO,0
0000000012,2010,0010,PROYECTO EJECUTIVO DE LAS CALLES: 2DO. ANDADOR HUIMILPAN TRAMO: HUIMILPAN - MAYAGUEZ COL. EL PALOTE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,13/04/2010 SHANTAL,CONTRATADO,0
0000000013,2010,0022,PROYECTO EJECUTIVO DE LAS CALLES: H. SYUNTSMIENTO TRAMO: ARTICULO 123 - BLVD. TIMOTEO LOZANO COL. LI,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,13/04/2010 SHANTAL,CONTRATADO,0
0000000014,2010,0004,PROYECTO EJECUTIVO DE LAS CALLES: ARTICULO 27 TRAMO: TIMOTEO LOZANO - ASAMBLEA DE QUERETARO COL. LIB,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,13/04/2010 SHANTAL,CONTRATADO,0
0000000015,2010,0021,PROYECTO EJECUTIVO DE LAS CALLES: NITROGENO TRAMO: MAGNESIO - HELIO COL. VALLE DE SEÑORA; CALLE COST,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000016,2010,0039,PAVIMENTACION DE LA CALLE ALONSO ESPINO TRAMO: CALLE BERNARDO CHAVEZ A RIO USUMACINTA COL. LOS FRESN,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000017,2010,0017,"PROGRAMA SIT SISTEMA INTEGRADO DE TRANSPORTE, SUMINISTRO E INSTALACION DE CONTROLADORES PARA SEMAFOR",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000018,2010,0018,"MANTENIMIENTO A LOS ELEMENTOS DEL PARQUE HIDALGO, DISTRIBUIDOR VIAL JUAN PABLO II, PARQUE BENITO JUA",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010,CONTRATADO,0
0000000019,2010,0016,"PROGRAMA SIT SISTEMA INTEGRADO DE TRANSPORTE, SEMAFORIZACION DEL CORREDOR BLVD. TORRES LANDA TRAMO:",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000020,2010,0028,PROYECTO  EJECUTIVO DE PAVIMENTACION DE LAS CALLES: JEREZ DE SEVILLA TRAMO: JEREZ DE CASTILLA - JERE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000021,2010,0015,SUBCOMANDANCIA DE POLICIA ( CONSTRUCCION DE BARDA EN LA DELEGACION DE POLICIA SUR EN LA CARRETERA LE,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000022,2010,0037,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA NOR ORIENTE DE LA CIUDAD LEON,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000023,2010,0034,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA CENTRO DE LA CIUDAD LEON,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000024,2010,0031,CONSTRUCCION DE CICLOVIA EN LA CALLE OCEANO INDICO - AV. DEL CANAL TRAMO: DEL BLVD. INSURGENTES A BL,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000025,2010,0002,PROYECTO EJECUTIVO  DE LA CALLE 14 DE MAYO TRAMO: BLVD. JUAN JOSE TORRES LANDA A TIMOTEO LOZANO COL.,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000026,2010,0019,PROYECTO EJECUTIVO DE LAS CALLES: MADRE MONICA TRAMO: MADRE TIERRA - CERRO DEL ZOYATE COL. DIEZ DE M,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000027,2010,0005,PROYECTO EJECUTIVO DE LAS CALLES: ATANACIO HERNANDEZ TRAMO: MARIANO ESCOBEDO - MANUEL VALTIERRA COL.,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000028,2010,0020,PROYECTO EJECUTIVO DE LAS CALLES: LAGO ALBERTO TRAMO: LAGO ZUMPANGO - TOPAR CON PAVIMENTO SUR COL. I,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,14/04/2010 SHANTAL,CONTRATADO,0
0000000029,2010,0013,EJE METROPOLITANO LEON- SILAO ( TRAMO: BLVD. JOSE MARIA MORELOS - BLVD. DELTA ) PAVIMENTACION CUERPO,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL      ,CONTRATADO,0
0000000030,2010,0014,EJE METROPOLITANO LEON - SILAO ( TRAMO: BLVD. JOSE MARIA MORELOS - BLVD. DELTA ) ALUMBRADO Y ELECTRI,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000031,2010,0011,PROYECTO EJECUTIVO DE LA INTERSECCION A DESNIVEL DEL BLVD. JOSE MARIA MORELOS Y BLVD. ANTONIO MADRAZ,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000032,2010,0025,"PROYECTO GEOMETRICO, ESTUDIOS TOPOGRAFICOS Y FICHAS DE AFECTACIONES DEL BLVD. MORELOS TRAMO: DE BLVD",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000033,2010,0001,PROYECTO EJECUTIVO DE LAS CALLES: MATILDE MONTOYA TRAMO: SOFIA ALVAREZ A ESPERANZA IRIS COL. LOS OLI,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000034,2010,0029,BLVD. DELTA EN EL TRAMO: DE LA VIALIDAD DEL EJE METROPOLITANO DEL BLVD. JUAN ALONSO DE TORRES A BLVD,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000035,2010,0041,"BLVD. DELTA EN EL TRAMO: DE LA VIALIDAD DEL EJE METROPOLITANO, DEL BLVD. JUAN ALONSO DE TORRES A BLV",Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000036,2010,0070,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XV LEON,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
0000000037,2010,0073,TRABAJOS COMPLEMENTARIOS DEL PROYECTO EJECUTIVO DE LA CALLE CHAYOTE TRAMO: CANDELARIA - PALO CUARTO,Unitario,0000000001,0000000001,0,NULL,Obra,0000000001,15/04/2010 SHANTAL,CONTRATADO,0
