Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe,Id_Contrato_Ampliacion
0000000001,0000000001,1,1 MANTENIMIENTO EN VIALIDADES DE ACCESO A LA CIUDAD,1289228.96,NULL
0000000002,0000000002,1,1 MANTENIMIENTO,1318481.16,NULL
0000000003,0000000003,1,1 MANTENIMIENTO EN VIALIDADES DE ACCESO A LA CIUDAD,1289228.96,NULL
0000000004,0000000004,1,1 ESTABILIZACION DE TALUD,256249.10,NULL
0000000005,0000000004,2,2 CAJA POZO Y TERRAPLEN EN VIALIDAD,149587.48,NULL
0000000006,0000000005,1,1 MANTENIMIENTO Y APLICACION DE RIEGO EN AREAS VERDES,279500.00,NULL
0000000007,0000000006,1,1 PINTURAS,323185.40,NULL
0000000008,0000000006,2,2 JARDINERIA,406090.50,NULL
0000000009,0000000006,3,3 SEÑALAMIENTO DE OBRA,11005.90,NULL
0000000010,0000000007,1,1 REHABILITACION CAMINO ALFARO,4276558.16,NULL
0000000011,0000000008,1,1 PRELIMINARES Y LEVANTAMIENTOS DEL ESTADO ACTUAL,181616.55,NULL
0000000012,0000000008,2,2 PROYECTO EJECUTIVO,148052.16,NULL
0000000013,0000000008,3,3 PROYECTO DE INTALACIONES,82678.45,NULL
0000000014,0000000008,4,4 PROYECTO  DE INSTALACIONES ESPECIALES,11505.34,NULL
0000000015,0000000008,5,5 PERMISOS,2405.71,NULL
0000000016,0000000008,6,6 GENERALES,44969.00,NULL
0000000017,0000000008,7,7 ENTREGA,155227.27,NULL
0000000018,0000000009,1,1 PRELIMINARES CICLOVIA,658015.59,NULL
0000000019,0000000009,2,2 ACARREOS EN CAMION CICLOVIA,383124.75,NULL
0000000020,0000000009,3,3 BASES Y SUB-BASES CICLOVIA,878898.53,NULL
0000000021,0000000009,4,4 PAVIMENTOS DE CONCRETO CICLOVIA,2175122.62,NULL
0000000022,0000000009,5,5 DRENAJE PLUVIAL CICLOVIA,19490.55,NULL
